"","Station","Datetime","Depth_m"
"70832","DECK",2022-10-29 03:45:00,"0.261"
"70833","DECK",2022-10-29 04:00:00,"0.327"
"70834","DECK",2022-10-29 04:15:00,"0.384"
"70835","DECK",2022-10-29 04:30:00,"0.434"
"70836","DECK",2022-10-29 04:45:00,"0.489"
"70837","DECK",2022-10-29 05:00:00,"0.545"
"70838","DECK",2022-10-29 05:15:00,"0.593"
"70839","DECK",2022-10-29 05:30:00,"0.627"
"70840","DECK",2022-10-29 05:45:00,"0.66"
"70841","DECK",2022-10-29 06:00:00,"0.686"
"70842","DECK",2022-10-29 06:15:00,"0.705"
"70843","DECK",2022-10-29 06:30:00,"0.727"
"70844","DECK",2022-10-29 06:45:00,"0.744"
"70845","DECK",2022-10-29 07:00:00,"0.759"
"70846","DECK",2022-10-29 07:15:00,"0.774"
"70847","DECK",2022-10-29 07:30:00,"0.787"
"70848","DECK",2022-10-29 07:45:00,"0.798"
"70849","DECK",2022-10-29 08:00:00,"0.804"
"70850","DECK",2022-10-29 08:15:00,"0.804"
"70851","DECK",2022-10-29 08:30:00,"0.798"
"70852","DECK",2022-10-29 08:45:00,"0.786"
"70853","DECK",2022-10-29 09:00:00,"0.767"
"70854","DECK",2022-10-29 09:15:00,"0.742"
"70855","DECK",2022-10-29 09:30:00,"0.711"
"70856","DECK",2022-10-29 09:45:00,"0.676"
"70857","DECK",2022-10-29 10:00:00,"0.649"
"70858","DECK",2022-10-29 10:15:00,"0.617"
"70859","DECK",2022-10-29 10:30:00,"0.585"
"70860","DECK",2022-10-29 10:45:00,"0.552"
"70861","DECK",2022-10-29 11:00:00,"0.525"
"70862","DECK",2022-10-29 11:15:00,"0.496"
"70863","DECK",2022-10-29 11:30:00,"0.474"
"70864","DECK",2022-10-29 11:45:00,"0.456"
"70865","DECK",2022-10-29 12:00:00,"0.446"
"70866","DECK",2022-10-29 12:15:00,"0.443"
"70867","DECK",2022-10-29 12:30:00,"0.445"
"70868","DECK",2022-10-29 12:45:00,"0.458"
"70869","DECK",2022-10-29 13:00:00,"0.487"
"70870","DECK",2022-10-29 13:15:00,"0.516"
"70871","DECK",2022-10-29 13:30:00,"0.568"
"70872","DECK",2022-10-29 13:45:00,"0.61"
"70873","DECK",2022-10-29 14:00:00,"0.653"
"70874","DECK",2022-10-29 14:15:00,"0.7"
"70875","DECK",2022-10-29 14:30:00,"0.747"
"70876","DECK",2022-10-29 14:45:00,"0.793"
"70877","DECK",2022-10-29 15:00:00,"0.831"
"70878","DECK",2022-10-29 15:15:00,"0.875"
"70879","DECK",2022-10-29 15:30:00,"0.887"
"70880","DECK",2022-10-29 15:45:00,"0.92"
"70881","DECK",2022-10-29 16:00:00,"0.941"
"70882","DECK",2022-10-29 16:15:00,"0.991"
"70883","DECK",2022-10-29 16:30:00,"0.995"
"70884","DECK",2022-10-29 16:45:00,"1.041"
"70885","DECK",2022-10-29 17:00:00,"1.04"
"70886","DECK",2022-10-29 17:15:00,"1.069"
"70887","DECK",2022-10-29 17:30:00,"1.103"
"70888","DECK",2022-10-29 17:45:00,"1.111"
"70889","DECK",2022-10-29 18:00:00,"1.143"
"70890","DECK",2022-10-29 18:15:00,"1.123"
"70891","DECK",2022-10-29 18:30:00,"1.135"
"70892","DECK",2022-10-29 18:45:00,"1.138"
"70893","DECK",2022-10-29 19:00:00,"1.127"
"70894","DECK",2022-10-29 19:15:00,"1.107"
"70895","DECK",2022-10-29 19:30:00,"1.074"
"70896","DECK",2022-10-29 19:45:00,"1.023"
"70897","DECK",2022-10-29 20:00:00,"0.971"
"70898","DECK",2022-10-29 20:15:00,"0.912"
"70899","DECK",2022-10-29 20:30:00,"0.851"
"70900","DECK",2022-10-29 20:45:00,"0.804"
"70901","DECK",2022-10-29 21:00:00,"0.734"
"70902","DECK",2022-10-29 21:15:00,"0.675"
"70903","DECK",2022-10-29 21:30:00,"0.633"
"70904","DECK",2022-10-29 21:45:00,"0.584"
"70905","DECK",2022-10-29 22:00:00,"0.525"
"70906","DECK",2022-10-29 22:15:00,"0.495"
"70907","DECK",2022-10-29 22:30:00,"0.467"
"70908","DECK",2022-10-29 22:45:00,"0.409"
"70909","DECK",2022-10-29 23:00:00,"0.39"
"70910","DECK",2022-10-29 23:15:00,"0.347"
"70911","DECK",2022-10-29 23:30:00,"0.322"
"70912","DECK",2022-10-29 23:45:00,"0.287"
"70913","DECK",2022-10-30,"0.256"
"70914","DECK",2022-10-30 00:15:00,"0.232"
"70915","DECK",2022-10-30 00:30:00,"0.198"
"70916","DECK",2022-10-30 00:45:00,"0.176"
"70917","DECK",2022-10-30 01:00:00,"0.162"
"70918","DECK",2022-10-30 01:15:00,"0.144"
"70919","DECK",2022-10-30 01:30:00,"0.129"
"70920","DECK",2022-10-30 01:45:00,"0.111"
"70921","DECK",2022-10-30 02:00:00,"0.102"
"70922","DECK",2022-10-30 02:15:00,"0.095"
"70923","DECK",2022-10-30 02:30:00,"0.086"
"70924","DECK",2022-10-30 02:45:00,"0.079"
"70925","DECK",2022-10-30 03:00:00,"0.068"
"70926","DECK",2022-10-30 03:15:00,"0.068"
"70927","DECK",2022-10-30 03:30:00,"0.063"
"70928","DECK",2022-10-30 03:45:00,"0.071"
"70929","DECK",2022-10-30 04:00:00,"0.08"
"70930","DECK",2022-10-30 04:15:00,"0.118"
"70931","DECK",2022-10-30 04:30:00,"0.173"
"70932","DECK",2022-10-30 04:45:00,"0.232"
"70933","DECK",2022-10-30 05:00:00,"0.293"
"70934","DECK",2022-10-30 05:15:00,"0.353"
"70935","DECK",2022-10-30 05:30:00,"0.404"
"70936","DECK",2022-10-30 05:45:00,"0.457"
"70937","DECK",2022-10-30 06:00:00,"0.512"
"70938","DECK",2022-10-30 06:15:00,"0.553"
"70939","DECK",2022-10-30 06:30:00,"0.596"
"70940","DECK",2022-10-30 06:45:00,"0.624"
"70941","DECK",2022-10-30 07:00:00,"0.649"
"70942","DECK",2022-10-30 07:15:00,"0.67"
"70943","DECK",2022-10-30 07:30:00,"0.691"
"70944","DECK",2022-10-30 07:45:00,"0.713"
"70945","DECK",2022-10-30 08:00:00,"0.73"
"70946","DECK",2022-10-30 08:15:00,"0.745"
"70947","DECK",2022-10-30 08:30:00,"0.761"
"70948","DECK",2022-10-30 08:45:00,"0.77"
"70949","DECK",2022-10-30 09:00:00,"0.78"
"70950","DECK",2022-10-30 09:15:00,"0.783"
"70951","DECK",2022-10-30 09:30:00,"0.784"
"70952","DECK",2022-10-30 09:45:00,"0.778"
"70953","DECK",2022-10-30 10:00:00,"0.763"
"70954","DECK",2022-10-30 10:15:00,"0.745"
"70955","DECK",2022-10-30 10:30:00,"0.721"
"70956","DECK",2022-10-30 10:45:00,"0.691"
"70957","DECK",2022-10-30 11:00:00,"0.658"
"70958","DECK",2022-10-30 11:15:00,"0.625"
"70959","DECK",2022-10-30 11:30:00,"0.596"
"70960","DECK",2022-10-30 11:45:00,"0.564"
"70961","DECK",2022-10-30 12:00:00,"0.536"
"70962","DECK",2022-10-30 12:15:00,"0.512"
"70963","DECK",2022-10-30 12:30:00,"0.487"
"70964","DECK",2022-10-30 12:45:00,"0.473"
"70965","DECK",2022-10-30 13:00:00,"0.458"
"70966","DECK",2022-10-30 13:15:00,"0.46"
"70967","DECK",2022-10-30 13:30:00,"0.463"
"70968","DECK",2022-10-30 13:45:00,"0.456"
"70969","DECK",2022-10-30 14:00:00,"0.509"
"70970","DECK",2022-10-30 14:15:00,"0.529"
"70971","DECK",2022-10-30 14:30:00,"0.564"
"70972","DECK",2022-10-30 14:45:00,"0.599"
"70973","DECK",2022-10-30 15:00:00,"0.639"
"70974","DECK",2022-10-30 15:15:00,"0.687"
"70975","DECK",2022-10-30 15:30:00,"0.721"
"70976","DECK",2022-10-30 15:45:00,"0.763"
"70977","DECK",2022-10-30 16:00:00,"0.801"
"70978","DECK",2022-10-30 16:15:00,"0.834"
"70979","DECK",2022-10-30 16:30:00,"0.865"
"70980","DECK",2022-10-30 16:45:00,"0.901"
"70981","DECK",2022-10-30 17:00:00,"0.921"
"70982","DECK",2022-10-30 17:15:00,"0.935"
"70983","DECK",2022-10-30 17:30:00,"0.973"
"70984","DECK",2022-10-30 17:45:00,"0.984"
"70985","DECK",2022-10-30 18:00:00,"1.03"
"70986","DECK",2022-10-30 18:15:00,"1.056"
"70987","DECK",2022-10-30 18:30:00,"1.048"
"70988","DECK",2022-10-30 18:45:00,"1.071"
"70989","DECK",2022-10-30 19:00:00,"1.084"
"70990","DECK",2022-10-30 19:15:00,"1.086"
"70991","DECK",2022-10-30 19:30:00,"1.089"
"70992","DECK",2022-10-30 19:45:00,"1.086"
"70993","DECK",2022-10-30 20:00:00,"1.068"
"70994","DECK",2022-10-30 20:15:00,"1.045"
"70995","DECK",2022-10-30 20:30:00,"1.009"
"70996","DECK",2022-10-30 20:45:00,"0.96"
"70997","DECK",2022-10-30 21:00:00,"0.912"
"70998","DECK",2022-10-30 21:15:00,"0.862"
"70999","DECK",2022-10-30 21:30:00,"0.792"
"71000","DECK",2022-10-30 21:45:00,"0.751"
"71001","DECK",2022-10-30 22:00:00,"0.706"
"71002","DECK",2022-10-30 22:15:00,"0.657"
"71003","DECK",2022-10-30 22:30:00,"0.6"
"71004","DECK",2022-10-30 22:45:00,"0.522"
"71005","DECK",2022-10-30 23:00:00,"0.487"
"71006","DECK",2022-10-30 23:15:00,"0.451"
"71007","DECK",2022-10-30 23:30:00,"0.408"
"71008","DECK",2022-10-30 23:45:00,"0.369"
"71009","DECK",2022-10-31,"0.334"
"71010","DECK",2022-10-31 00:15:00,"0.316"
"71011","DECK",2022-10-31 00:30:00,"0.278"
"71012","DECK",2022-10-31 00:45:00,"0.245"
"71013","DECK",2022-10-31 01:00:00,"0.216"
"71014","DECK",2022-10-31 01:15:00,"0.182"
"71015","DECK",2022-10-31 01:30:00,"0.156"
"71016","DECK",2022-10-31 01:45:00,"0.127"
"71017","DECK",2022-10-31 02:00:00,"0.103"
"71018","DECK",2022-10-31 02:15:00,"0.089"
"71019","DECK",2022-10-31 02:30:00,"0.073"
"71020","DECK",2022-10-31 02:45:00,"0.06"
"71021","DECK",2022-10-31 03:00:00,"0.051"
"71022","DECK",2022-10-31 03:15:00,"0.033"
"71023","DECK",2022-10-31 03:30:00,"0.028"
"71024","DECK",2022-10-31 03:45:00,"0.023"
"71025","DECK",2022-10-31 04:00:00,"0.019"
"71026","DECK",2022-10-31 04:15:00,"0.014"
"71027","DECK",2022-10-31 04:30:00,"0.009"
"71028","DECK",2022-10-31 04:45:00,"0.013"
"71029","DECK",2022-10-31 05:00:00,"0.029"
"71030","DECK",2022-10-31 05:15:00,"0.072"
"71031","DECK",2022-10-31 05:30:00,"0.123"
"71032","DECK",2022-10-31 05:45:00,"0.186"
"71033","DECK",2022-10-31 06:00:00,"0.248"
"71034","DECK",2022-10-31 06:15:00,"0.305"
"71035","DECK",2022-10-31 06:30:00,"0.361"
"71036","DECK",2022-10-31 06:45:00,"0.417"
"71037","DECK",2022-10-31 07:00:00,"0.47"
"71038","DECK",2022-10-31 07:15:00,"0.513"
"71039","DECK",2022-10-31 07:30:00,"0.546"
"71040","DECK",2022-10-31 07:45:00,"0.582"
"71041","DECK",2022-10-31 08:00:00,"0.61"
"71042","DECK",2022-10-31 08:15:00,"0.63"
"71043","DECK",2022-10-31 08:30:00,"0.661"
"71044","DECK",2022-10-31 08:45:00,"0.681"
"71045","DECK",2022-10-31 09:00:00,"0.704"
"71046","DECK",2022-10-31 09:15:00,"0.72"
"71047","DECK",2022-10-31 09:30:00,"0.735"
"71048","DECK",2022-10-31 09:45:00,"0.752"
"71049","DECK",2022-10-31 10:00:00,"0.765"
"71050","DECK",2022-10-31 10:15:00,"0.769"
"71051","DECK",2022-10-31 10:30:00,"0.774"
"71052","DECK",2022-10-31 10:45:00,"0.772"
"71053","DECK",2022-10-31 11:00:00,"0.767"
"71054","DECK",2022-10-31 11:15:00,"0.758"
"71055","DECK",2022-10-31 11:30:00,"0.749"
"71056","DECK",2022-10-31 11:45:00,"0.73"
"71057","DECK",2022-10-31 12:00:00,"0.702"
"71058","DECK",2022-10-31 12:15:00,"0.669"
"71059","DECK",2022-10-31 12:30:00,"0.637"
"71060","DECK",2022-10-31 12:45:00,"0.6"
"71061","DECK",2022-10-31 13:00:00,"0.57"
"71062","DECK",2022-10-31 13:15:00,"0.541"
"71063","DECK",2022-10-31 13:30:00,"0.515"
"71064","DECK",2022-10-31 13:45:00,"0.489"
"71065","DECK",2022-10-31 14:00:00,"0.472"
"71066","DECK",2022-10-31 14:15:00,"0.455"
"71067","DECK",2022-10-31 14:30:00,"0.446"
"71068","DECK",2022-10-31 14:45:00,"0.445"
"71069","DECK",2022-10-31 15:00:00,"0.449"
"71070","DECK",2022-10-31 15:15:00,"0.465"
"71071","DECK",2022-10-31 15:30:00,"0.482"
"71072","DECK",2022-10-31 15:45:00,"0.512"
"71073","DECK",2022-10-31 16:00:00,"0.542"
"71074","DECK",2022-10-31 16:15:00,"0.58"
"71075","DECK",2022-10-31 16:30:00,"0.619"
"71076","DECK",2022-10-31 16:45:00,"0.654"
"71077","DECK",2022-10-31 17:00:00,"0.687"
"71078","DECK",2022-10-31 17:15:00,"0.719"
"71079","DECK",2022-10-31 17:30:00,"0.752"
"71080","DECK",2022-10-31 17:45:00,"0.779"
"71081","DECK",2022-10-31 18:00:00,"0.81"
"71082","DECK",2022-10-31 18:15:00,"0.835"
"71083","DECK",2022-10-31 18:30:00,"0.864"
"71084","DECK",2022-10-31 18:45:00,"0.89"
"71085","DECK",2022-10-31 19:00:00,"0.921"
"71086","DECK",2022-10-31 19:15:00,"0.93"
"71087","DECK",2022-10-31 19:30:00,"0.956"
"71088","DECK",2022-10-31 19:45:00,"0.97"
"71089","DECK",2022-10-31 20:00:00,"0.996"
"71090","DECK",2022-10-31 20:15:00,"1.002"
"71091","DECK",2022-10-31 20:30:00,"1.001"
"71092","DECK",2022-10-31 20:45:00,"1.003"
"71093","DECK",2022-10-31 21:00:00,"0.996"
"71094","DECK",2022-10-31 21:15:00,"0.981"
"71095","DECK",2022-10-31 21:30:00,"0.955"
"71096","DECK",2022-10-31 21:45:00,"0.922"
"71097","DECK",2022-10-31 22:00:00,"0.879"
"71098","DECK",2022-10-31 22:15:00,"0.837"
"71099","DECK",2022-10-31 22:30:00,"0.793"
"71100","DECK",2022-10-31 22:45:00,"0.717"
"71101","DECK",2022-10-31 23:00:00,"0.659"
"71102","DECK",2022-10-31 23:15:00,"0.577"
"71103","DECK",2022-10-31 23:30:00,"0.55"
"71104","DECK",2022-10-31 23:45:00,"0.539"
"71105","DECK",2022-11-01,"0.485"
"71106","DECK",2022-11-01 00:15:00,"0.432"
"71107","DECK",2022-11-01 00:30:00,"0.393"
"71108","DECK",2022-11-01 00:45:00,"0.339"
"71109","DECK",2022-11-01 01:00:00,"0.302"
"71110","DECK",2022-11-01 01:15:00,"0.255"
"71111","DECK",2022-11-01 01:30:00,"0.224"
"71112","DECK",2022-11-01 01:45:00,"0.187"
"71113","DECK",2022-11-01 02:00:00,"0.163"
"71114","DECK",2022-11-01 02:15:00,"0.13"
"71115","DECK",2022-11-01 02:30:00,"0.104"
"71116","DECK",2022-11-01 02:45:00,"0.076"
"71117","DECK",2022-11-01 03:00:00,"0.058"
"71118","DECK",2022-11-01 03:15:00,"0.038"
"71119","DECK",2022-11-01 03:30:00,"0.019"
"71120","DECK",2022-11-01 03:45:00,"0.002"
"71121","DECK",2022-11-01 06:00:00,"0.002"
"71122","DECK",2022-11-01 06:15:00,"0.051"
"71123","DECK",2022-11-01 06:30:00,"0.117"
"71124","DECK",2022-11-01 06:45:00,"0.181"
"71125","DECK",2022-11-01 07:00:00,"0.244"
"71126","DECK",2022-11-01 07:15:00,"0.305"
"71127","DECK",2022-11-01 07:30:00,"0.366"
"71128","DECK",2022-11-01 07:45:00,"0.426"
"71129","DECK",2022-11-01 08:00:00,"0.483"
"71130","DECK",2022-11-01 08:15:00,"0.531"
"71131","DECK",2022-11-01 08:30:00,"0.577"
"71132","DECK",2022-11-01 08:45:00,"0.615"
"71133","DECK",2022-11-01 09:00:00,"0.647"
"71134","DECK",2022-11-01 09:15:00,"0.679"
"71135","DECK",2022-11-01 09:30:00,"0.704"
"71136","DECK",2022-11-01 09:45:00,"0.73"
"71137","DECK",2022-11-01 10:00:00,"0.749"
"71138","DECK",2022-11-01 10:15:00,"0.771"
"71139","DECK",2022-11-01 10:30:00,"0.791"
"71140","DECK",2022-11-01 10:45:00,"0.81"
"71141","DECK",2022-11-01 11:00:00,"0.826"
"71142","DECK",2022-11-01 11:15:00,"0.837"
"71143","DECK",2022-11-01 11:30:00,"0.851"
"71144","DECK",2022-11-01 11:45:00,"0.871"
"71145","DECK",2022-11-01 12:00:00,"0.879"
"71146","DECK",2022-11-01 12:15:00,"0.889"
"71147","DECK",2022-11-01 12:30:00,"0.88"
"71148","DECK",2022-11-01 12:45:00,"0.868"
"71149","DECK",2022-11-01 13:00:00,"0.845"
"71150","DECK",2022-11-01 13:15:00,"0.822"
"71151","DECK",2022-11-01 13:30:00,"0.792"
"71152","DECK",2022-11-01 13:45:00,"0.758"
"71153","DECK",2022-11-01 14:00:00,"0.723"
"71154","DECK",2022-11-01 14:15:00,"0.689"
"71155","DECK",2022-11-01 14:30:00,"0.669"
"71156","DECK",2022-11-01 14:45:00,"0.624"
"71157","DECK",2022-11-01 15:00:00,"0.592"
"71158","DECK",2022-11-01 15:15:00,"0.576"
"71159","DECK",2022-11-01 15:30:00,"0.547"
"71160","DECK",2022-11-01 15:45:00,"0.543"
"71161","DECK",2022-11-01 16:00:00,"0.537"
"71162","DECK",2022-11-01 16:15:00,"0.534"
"71163","DECK",2022-11-01 16:30:00,"0.542"
"71164","DECK",2022-11-01 16:45:00,"0.553"
"71165","DECK",2022-11-01 17:00:00,"0.58"
"71166","DECK",2022-11-01 17:15:00,"0.599"
"71167","DECK",2022-11-01 17:30:00,"0.641"
"71168","DECK",2022-11-01 17:45:00,"0.676"
"71169","DECK",2022-11-01 18:00:00,"0.714"
"71170","DECK",2022-11-01 18:15:00,"0.752"
"71171","DECK",2022-11-01 18:30:00,"0.78"
"71172","DECK",2022-11-01 18:45:00,"0.809"
"71173","DECK",2022-11-01 19:00:00,"0.841"
"71174","DECK",2022-11-01 19:15:00,"0.867"
"71175","DECK",2022-11-01 19:30:00,"0.899"
"71176","DECK",2022-11-01 19:45:00,"0.923"
"71177","DECK",2022-11-01 20:00:00,"0.952"
"71178","DECK",2022-11-01 20:15:00,"0.978"
"71179","DECK",2022-11-01 20:30:00,"0.992"
"71180","DECK",2022-11-01 20:45:00,"1.005"
"71181","DECK",2022-11-01 21:00:00,"1.035"
"71182","DECK",2022-11-01 21:15:00,"1.058"
"71183","DECK",2022-11-01 21:30:00,"1.065"
"71184","DECK",2022-11-01 21:45:00,"1.074"
"71185","DECK",2022-11-01 22:00:00,"1.071"
"71186","DECK",2022-11-01 22:15:00,"1.068"
"71187","DECK",2022-11-01 22:30:00,"1.045"
"71188","DECK",2022-11-01 22:45:00,"1.016"
"71189","DECK",2022-11-01 23:00:00,"0.978"
"71190","DECK",2022-11-01 23:15:00,"0.936"
"71191","DECK",2022-11-01 23:30:00,"0.891"
"71192","DECK",2022-11-01 23:45:00,"0.851"
"71193","DECK",2022-11-02,"0.801"
"71194","DECK",2022-11-02 00:15:00,"0.759"
"71195","DECK",2022-11-02 00:30:00,"0.696"
"71196","DECK",2022-11-02 00:45:00,"0.657"
"71197","DECK",2022-11-02 01:00:00,"0.584"
"71198","DECK",2022-11-02 01:15:00,"0.558"
"71199","DECK",2022-11-02 01:30:00,"0.498"
"71200","DECK",2022-11-02 01:45:00,"0.46"
"71201","DECK",2022-11-02 02:00:00,"0.421"
"71202","DECK",2022-11-02 02:15:00,"0.392"
"71203","DECK",2022-11-02 02:30:00,"0.35"
"71204","DECK",2022-11-02 02:45:00,"0.328"
"71205","DECK",2022-11-02 03:00:00,"0.299"
"71206","DECK",2022-11-02 03:15:00,"0.276"
"71207","DECK",2022-11-02 03:30:00,"0.238"
"71208","DECK",2022-11-02 03:45:00,"0.224"
"71209","DECK",2022-11-02 04:00:00,"0.195"
"71210","DECK",2022-11-02 04:15:00,"0.18"
"71211","DECK",2022-11-02 04:30:00,"0.158"
"71212","DECK",2022-11-02 04:45:00,"0.147"
"71213","DECK",2022-11-02 05:00:00,"0.129"
"71214","DECK",2022-11-02 05:15:00,"0.115"
"71215","DECK",2022-11-02 05:30:00,"0.103"
"71216","DECK",2022-11-02 05:45:00,"0.095"
"71217","DECK",2022-11-02 06:00:00,"0.087"
"71218","DECK",2022-11-02 06:15:00,"0.083"
"71219","DECK",2022-11-02 06:30:00,"0.087"
"71220","DECK",2022-11-02 06:45:00,"0.091"
"71221","DECK",2022-11-02 07:00:00,"0.116"
"71222","DECK",2022-11-02 07:15:00,"0.162"
"71223","DECK",2022-11-02 07:30:00,"0.223"
"71224","DECK",2022-11-02 07:45:00,"0.288"
"71225","DECK",2022-11-02 08:00:00,"0.35"
"71226","DECK",2022-11-02 08:15:00,"0.411"
"71227","DECK",2022-11-02 08:30:00,"0.476"
"71228","DECK",2022-11-02 08:45:00,"0.535"
"71229","DECK",2022-11-02 09:00:00,"0.591"
"71230","DECK",2022-11-02 09:15:00,"0.642"
"71231","DECK",2022-11-02 09:30:00,"0.686"
"71232","DECK",2022-11-02 09:45:00,"0.729"
"71233","DECK",2022-11-02 10:00:00,"0.75"
"71234","DECK",2022-11-02 10:15:00,"0.78"
"71235","DECK",2022-11-02 10:30:00,"0.809"
"71236","DECK",2022-11-02 10:45:00,"0.83"
"71237","DECK",2022-11-02 11:00:00,"0.85"
"71238","DECK",2022-11-02 11:15:00,"0.865"
"71239","DECK",2022-11-02 11:30:00,"0.879"
"71240","DECK",2022-11-02 11:45:00,"0.893"
"71241","DECK",2022-11-02 12:00:00,"0.902"
"71242","DECK",2022-11-02 12:15:00,"0.908"
"71243","DECK",2022-11-02 12:30:00,"0.908"
"71244","DECK",2022-11-02 12:45:00,"0.909"
"71245","DECK",2022-11-02 13:00:00,"0.899"
"71246","DECK",2022-11-02 13:15:00,"0.885"
"71247","DECK",2022-11-02 13:30:00,"0.861"
"71248","DECK",2022-11-02 13:45:00,"0.829"
"71249","DECK",2022-11-02 14:00:00,"0.79"
"71250","DECK",2022-11-02 14:15:00,"0.752"
"71251","DECK",2022-11-02 14:30:00,"0.701"
"71252","DECK",2022-11-02 14:45:00,"0.66"
"71253","DECK",2022-11-02 15:00:00,"0.609"
"71254","DECK",2022-11-02 15:15:00,"0.562"
"71255","DECK",2022-11-02 15:30:00,"0.514"
"71256","DECK",2022-11-02 15:45:00,"0.474"
"71257","DECK",2022-11-02 16:00:00,"0.434"
"71258","DECK",2022-11-02 16:15:00,"0.399"
"71259","DECK",2022-11-02 16:30:00,"0.371"
"71260","DECK",2022-11-02 16:45:00,"0.349"
"71261","DECK",2022-11-02 17:00:00,"0.33"
"71262","DECK",2022-11-02 17:15:00,"0.315"
"71263","DECK",2022-11-02 17:30:00,"0.309"
"71264","DECK",2022-11-02 17:45:00,"0.308"
"71265","DECK",2022-11-02 18:00:00,"0.312"
"71266","DECK",2022-11-02 18:15:00,"0.325"
"71267","DECK",2022-11-02 18:30:00,"0.352"
"71268","DECK",2022-11-02 18:45:00,"0.384"
"71269","DECK",2022-11-02 19:00:00,"0.429"
"71270","DECK",2022-11-02 19:15:00,"0.474"
"71271","DECK",2022-11-02 19:30:00,"0.526"
"71272","DECK",2022-11-02 19:45:00,"0.575"
"71273","DECK",2022-11-02 20:00:00,"0.618"
"71274","DECK",2022-11-02 20:15:00,"0.66"
"71275","DECK",2022-11-02 20:30:00,"0.696"
"71276","DECK",2022-11-02 20:45:00,"0.74"
"71277","DECK",2022-11-02 21:00:00,"0.784"
"71278","DECK",2022-11-02 21:15:00,"0.824"
"71279","DECK",2022-11-02 21:30:00,"0.854"
"71280","DECK",2022-11-02 21:45:00,"0.88"
"71281","DECK",2022-11-02 22:00:00,"0.909"
"71282","DECK",2022-11-02 22:15:00,"0.93"
"71283","DECK",2022-11-02 22:30:00,"0.95"
"71284","DECK",2022-11-02 22:45:00,"0.962"
"71285","DECK",2022-11-02 23:00:00,"0.969"
"71286","DECK",2022-11-02 23:15:00,"0.971"
"71287","DECK",2022-11-02 23:30:00,"0.964"
"71288","DECK",2022-11-02 23:45:00,"0.949"
"71289","DECK",2022-11-03,"0.92"
"71290","DECK",2022-11-03 00:15:00,"0.884"
"71291","DECK",2022-11-03 00:30:00,"0.844"
"71292","DECK",2022-11-03 00:45:00,"0.791"
"71293","DECK",2022-11-03 01:00:00,"0.731"
"71294","DECK",2022-11-03 01:15:00,"0.687"
"71295","DECK",2022-11-03 01:30:00,"0.628"
"71296","DECK",2022-11-03 01:45:00,"0.577"
"71297","DECK",2022-11-03 02:00:00,"0.527"
"71298","DECK",2022-11-03 02:15:00,"0.472"
"71299","DECK",2022-11-03 02:30:00,"0.421"
"71300","DECK",2022-11-03 02:45:00,"0.379"
"71301","DECK",2022-11-03 03:00:00,"0.329"
"71302","DECK",2022-11-03 03:15:00,"0.296"
"71303","DECK",2022-11-03 03:30:00,"0.26"
"71304","DECK",2022-11-03 03:45:00,"0.227"
"71305","DECK",2022-11-03 04:00:00,"0.195"
"71306","DECK",2022-11-03 04:15:00,"0.163"
"71307","DECK",2022-11-03 04:30:00,"0.134"
"71308","DECK",2022-11-03 04:45:00,"0.104"
"71309","DECK",2022-11-03 05:00:00,"0.083"
"71310","DECK",2022-11-03 05:15:00,"0.061"
"71311","DECK",2022-11-03 05:30:00,"0.041"
"71312","DECK",2022-11-03 05:45:00,"0.028"
"71313","DECK",2022-11-03 06:00:00,"0.02"
"71314","DECK",2022-11-03 06:15:00,"0.009"
"71315","DECK",2022-11-03 07:45:00,"0.006"
"71316","DECK",2022-11-03 08:00:00,"0.063"
"71317","DECK",2022-11-03 08:15:00,"0.144"
"71318","DECK",2022-11-03 08:30:00,"0.226"
"71319","DECK",2022-11-03 08:45:00,"0.301"
"71320","DECK",2022-11-03 09:00:00,"0.369"
"71321","DECK",2022-11-03 09:15:00,"0.427"
"71322","DECK",2022-11-03 09:30:00,"0.489"
"71323","DECK",2022-11-03 09:45:00,"0.546"
"71324","DECK",2022-11-03 10:00:00,"0.6"
"71325","DECK",2022-11-03 10:15:00,"0.646"
"71326","DECK",2022-11-03 10:30:00,"0.687"
"71327","DECK",2022-11-03 10:45:00,"0.729"
"71328","DECK",2022-11-03 11:00:00,"0.757"
"71329","DECK",2022-11-03 11:15:00,"0.79"
"71330","DECK",2022-11-03 11:30:00,"0.82"
"71331","DECK",2022-11-03 11:45:00,"0.837"
"71332","DECK",2022-11-03 12:00:00,"0.858"
"71333","DECK",2022-11-03 12:15:00,"0.877"
"71334","DECK",2022-11-03 12:30:00,"0.893"
"71335","DECK",2022-11-03 12:45:00,"0.907"
"71336","DECK",2022-11-03 13:00:00,"0.917"
"71337","DECK",2022-11-03 13:15:00,"0.927"
"71338","DECK",2022-11-03 13:30:00,"0.926"
"71339","DECK",2022-11-03 13:45:00,"0.919"
"71340","DECK",2022-11-03 14:00:00,"0.893"
"71341","DECK",2022-11-03 14:15:00,"0.862"
"71342","DECK",2022-11-03 14:30:00,"0.823"
"71343","DECK",2022-11-03 14:45:00,"0.772"
"71344","DECK",2022-11-03 15:00:00,"0.71"
"71345","DECK",2022-11-03 15:15:00,"0.648"
"71346","DECK",2022-11-03 15:30:00,"0.595"
"71347","DECK",2022-11-03 15:45:00,"0.537"
"71348","DECK",2022-11-03 16:00:00,"0.494"
"71349","DECK",2022-11-03 16:15:00,"0.449"
"71350","DECK",2022-11-03 16:30:00,"0.411"
