Date,Time,Site,Chl,Depth,fDOM,DOsat,DOconc,Sal,SPC,PC,Turb,TempC
3/24/2020,21:30:00,Decker Breach,4.06,0.438,9.02,68.9,7.29,0.11,221.8,0.75,21.53,12.797
3/24/2020,21:45:00,Decker Breach,0.49,0.416,9.09,66.8,7.09,0.11,222.2,0.61,22.88,12.686
3/24/2020,22:00:00,Decker Breach,3.68,0.399,9.09,65,6.91,0.11,222.6,0.87,20.14,12.568
3/24/2020,22:15:00,Decker Breach,0.48,0.387,9.1,63,6.72,0.11,223.1,0.63,26.56,12.452
3/24/2020,22:30:00,Decker Breach,0.52,0.38,9.1,61.2,6.54,0.11,223.6,0.67,27.1,12.343
3/24/2020,22:45:00,Decker Breach,0.49,0.387,9.17,59.5,6.38,0.11,224,0.63,31.75,12.239
3/24/2020,23:00:00,Decker Breach,0.45,0.407,9.79,58,6.22,0.11,224.6,0.61,23.48,12.143
3/24/2020,23:15:00,Decker Breach,0.48,0.45,9.73,56.5,6.07,0.11,225,0.64,26.27,12.066
3/24/2020,23:30:00,Decker Breach,0.45,0.515,9.61,55,5.92,0.11,225.3,0.62,34.57,11.994
3/24/2020,23:45:00,Decker Breach,0.43,0.594,9.59,54.1,5.84,0.11,225.5,0.61,28.89,11.948
3/25/2020,0:00:00,Decker Breach,0.44,0.679,9.48,53.5,5.76,0.11,225.6,0.64,28.2,11.944
3/25/2020,0:15:00,Decker Breach,0.41,0.758,9.71,53.7,5.8,0.11,226.7,0.64,30.44,11.931
3/25/2020,0:30:00,Decker Breach,0.42,0.823,9.61,55.1,5.92,0.11,224.2,0.62,24.15,12.112
3/25/2020,0:45:00,Decker Breach,0.49,0.88,8.96,57.5,6.15,0.11,223.5,0.64,21.11,12.332
3/25/2020,1:00:00,Decker Breach,0.47,0.929,8.74,60.7,6.46,0.11,222.7,0.59,18.13,12.52
3/25/2020,1:15:00,Decker Breach,0.48,0.979,8.57,63.9,6.77,0.11,220.6,0.59,14.72,12.732
3/25/2020,1:30:00,Decker Breach,0.46,1.024,8.41,66.5,7.04,0.11,222.2,0.61,15.12,12.792
3/25/2020,1:45:00,Decker Breach,0.51,1.07,8.11,70.6,7.44,0.1,219.4,0.61,14.28,12.98
3/25/2020,2:00:00,Decker Breach,0.61,1.11,7.72,74.4,7.79,0.1,218.3,0.58,12.77,13.243
3/25/2020,2:15:00,Decker Breach,0.55,1.139,8.2,66.7,7.08,0.11,220.8,0.6,14.52,12.712
3/25/2020,2:30:00,Decker Breach,6.24,1.168,8.26,66.3,7.01,0.11,220.7,1.89,12.8,12.798
3/25/2020,2:45:00,Decker Breach,0.68,1.191,8.55,73.1,7.67,0.1,219.2,1.6,13.51,13.112
3/25/2020,3:00:00,Decker Breach,0.78,1.214,7.62,76.4,8,0.1,218.6,0.83,12.59,13.257
3/25/2020,3:15:00,Decker Breach,0.45,1.219,7.89,75.7,7.97,0.1,219.4,0.55,10.81,13.046
3/25/2020,3:30:00,Decker Breach,0.48,1.232,7.39,80.4,8.39,0.1,217.9,0.55,10.09,13.411
3/25/2020,3:45:00,Decker Breach,0.5,1.242,7.28,78.9,8.24,0.1,218.1,0.56,9.84,13.357
3/25/2020,4:00:00,Decker Breach,0.47,1.247,7.38,80.2,8.37,0.1,217.7,0.59,9.87,13.425
3/25/2020,4:15:00,Decker Breach,0.51,1.246,8.04,71.7,7.58,0.1,220,0.62,10.2,12.849
3/25/2020,4:30:00,Decker Breach,0.57,1.24,8.27,67.6,7.18,0.11,220.5,0.67,10.37,12.647
3/25/2020,4:45:00,Decker Breach,0.48,1.222,8.35,55.5,5.94,0.11,221.1,0.62,10.16,12.297
3/25/2020,5:00:00,Decker Breach,0.46,1.199,8.11,56.4,6.02,0.11,221,0.62,11.2,12.379
3/25/2020,5:15:00,Decker Breach,0.59,1.157,7.76,60.4,6.43,0.1,220.2,0.65,19.77,12.543
3/25/2020,5:30:00,Decker Breach,0.5,1.109,7.39,75,7.88,0.1,218.6,0.57,11.15,13.1
3/25/2020,5:45:00,Decker Breach,0.52,1.056,7.54,74.5,7.86,0.1,217.8,0.59,11.75,12.911
3/25/2020,6:00:00,Decker Breach,0.44,0.997,7.56,72.7,7.74,0.1,218.3,0.57,13.43,12.543
3/25/2020,6:15:00,Decker Breach,8.85,0.944,7.59,71.6,7.66,0.1,218.8,1.6,13.49,12.334
3/25/2020,6:30:00,Decker Breach,2.51,0.892,7.86,70.5,7.56,0.1,219.1,1.13,12.22,12.15
3/25/2020,6:45:00,Decker Breach,4.71,0.841,7.66,69.4,7.49,0.1,219.6,2.14,16.22,11.899
3/25/2020,7:00:00,Decker Breach,45.17,0.799,7.48,68.8,7.45,0.1,219.9,3.86,17.89,11.79
3/25/2020,7:15:00,Decker Breach,27.64,0.752,7.78,68.2,7.38,0.1,219.8,1.92,20.48,11.804
3/25/2020,7:30:00,Decker Breach,10,0.709,8.02,67.5,7.3,0.1,219.7,2.44,17.83,11.793
3/25/2020,7:45:00,Decker Breach,12.97,0.667,7.95,66.8,7.24,0.1,219.9,2.38,23.13,11.719
3/25/2020,8:00:00,Decker Breach,7.19,0.627,8.02,66.1,7.17,0.1,220.1,1.74,24.27,11.695
3/25/2020,8:15:00,Decker Breach,29.69,0.59,8.19,65.3,7.09,0.11,220.4,1.87,21.04,11.627
3/25/2020,8:30:00,Decker Breach,17.48,0.557,8.42,64.8,7.04,0.11,220.7,1.82,16.74,11.602
3/25/2020,8:45:00,Decker Breach,4.33,0.528,8.62,64.7,7.03,0.11,220.9,1.48,19.6,11.602
3/25/2020,9:00:00,Decker Breach,68.14,0.499,8.4,64.5,7.01,0.11,221.1,12.05,22.47,11.636
3/25/2020,9:15:00,Decker Breach,4.95,0.471,7.71,64,6.95,0.11,221.4,1.73,38.05,11.683
3/25/2020,9:30:00,Decker Breach,13.69,0.445,8.33,64,6.94,0.11,221.7,1.54,27.42,11.732
3/25/2020,9:45:00,Decker Breach,9.65,0.42,8.58,64,6.93,0.11,222,2.89,20.08,11.796
3/25/2020,10:00:00,Decker Breach,39.41,0.401,8.81,63.8,6.9,0.11,222.5,3.58,19.53,11.87
3/25/2020,10:15:00,Decker Breach,8.45,0.382,8.81,63.3,6.83,0.11,223,1.9,21.81,11.952
3/25/2020,10:30:00,Decker Breach,10.65,0.366,9.35,63.3,6.81,0.11,223.5,1.69,22.53,12.091
3/25/2020,10:45:00,Decker Breach,21.89,0.361,9.37,63.1,6.76,0.11,224,3.46,15.35,12.237
3/25/2020,11:00:00,Decker Breach,57.37,0.367,9.56,62.6,6.69,0.11,224.5,5.34,16.68,12.39
3/25/2020,11:15:00,Decker Breach,1.24,0.387,9.51,62.3,6.63,0.11,224.9,0.79,20.22,12.585
3/25/2020,11:30:00,Decker Breach,1.27,0.422,10.05,62,6.56,0.11,225.5,0.74,17.37,12.759
3/25/2020,11:45:00,Decker Breach,1.35,0.476,9.92,61.6,6.5,0.11,225.9,0.77,16.8,12.92
3/25/2020,12:00:00,Decker Breach,3.42,0.548,10.09,62.1,6.53,0.11,226.1,1.13,16.74,13.084
3/25/2020,12:15:00,Decker Breach,3.41,0.625,9.63,62.3,6.53,0.11,226.3,1.15,16.65,13.203
3/25/2020,12:30:00,Decker Breach,5.16,0.694,9.71,62.7,6.56,0.11,226.4,1.28,16.89,13.298
3/25/2020,12:45:00,Decker Breach,1.2,0.759,9.25,94.2,9.73,0.11,224.1,0.67,15.07,13.836
3/25/2020,13:00:00,Decker Breach,1.39,0.816,8.9,110.8,11.38,0.11,221.7,0.71,16.44,14.141
3/25/2020,13:15:00,Decker Breach,49.34,0.871,8.43,118.6,12.09,0.1,220.4,2.19,12.17,14.475
3/25/2020,13:30:00,Decker Breach,1.29,0.918,8.27,128.2,12.98,0.1,218.9,0.65,28.68,14.797
3/25/2020,13:45:00,Decker Breach,1.14,0.966,7.98,130.9,13.19,0.1,217.9,0.63,13.6,14.998
3/25/2020,14:00:00,Decker Breach,1.24,1.005,7.81,132.3,13.32,0.1,217.6,0.67,13.53,15.05
3/25/2020,14:15:00,Decker Breach,0.93,1.044,7.58,130.1,13.1,0.1,216.9,0.73,14.34,15.062
3/25/2020,14:30:00,Decker Breach,0.75,1.077,7.59,129.5,13.04,0.1,216.7,0.54,12.68,15.054
3/25/2020,14:45:00,Decker Breach,0.67,1.103,7.52,128.7,12.95,0.1,216.5,0.54,9.72,15.048
3/25/2020,15:00:00,Decker Breach,10.21,1.134,7.46,126.5,12.74,0.1,216.3,2.69,12.48,15.024
3/25/2020,15:15:00,Decker Breach,0.72,1.151,7.34,125.5,12.65,0.1,216.3,0.51,9.74,15
3/25/2020,15:30:00,Decker Breach,0.62,1.171,7.16,125,12.61,0.1,216.2,0.5,18.91,14.979
3/25/2020,15:45:00,Decker Breach,0.49,1.187,7.35,124.4,12.55,0.1,216.2,0.5,10.21,14.944
3/25/2020,16:00:00,Decker Breach,0.61,1.208,7.32,123.6,12.49,0.1,216.3,0.5,9.76,14.896
3/25/2020,16:15:00,Decker Breach,0.52,1.217,7.45,123,12.44,0.1,216.4,0.51,14.27,14.833
3/25/2020,16:30:00,Decker Breach,0.55,1.212,7.36,122.8,12.43,0.1,216.4,0.5,9.38,14.792
3/25/2020,16:45:00,Decker Breach,0.66,1.21,7.52,121.7,12.34,0.1,216.4,0.51,10.2,14.729
3/25/2020,17:00:00,Decker Breach,0.63,1.194,7.51,120.9,12.27,0.1,216.5,0.53,9.47,14.683
3/25/2020,17:15:00,Decker Breach,0.69,1.175,7.77,120.5,12.22,0.1,216.6,0.53,9.51,14.687
3/25/2020,17:30:00,Decker Breach,0.57,1.148,7.6,119.5,12.13,0.1,216.8,0.54,30.69,14.69
3/25/2020,17:45:00,Decker Breach,0.67,1.109,7.87,120.9,12.26,0.1,216.7,0.55,11.02,14.715
3/25/2020,18:00:00,Decker Breach,8.5,1.06,7.96,119.8,12.16,0.1,216.6,1.71,9.56,14.687
3/25/2020,18:15:00,Decker Breach,1.44,1.002,7.79,117.2,11.93,0.1,216.6,0.68,9.94,14.554
3/25/2020,18:30:00,Decker Breach,2.46,0.95,7.83,112.9,11.54,0.1,216.7,0.81,10.54,14.33
3/25/2020,18:45:00,Decker Breach,3.25,0.899,7.89,107.9,11.08,0.1,217.1,0.93,11.9,14.147
3/25/2020,19:00:00,Decker Breach,2.36,0.856,8.18,103.7,10.68,0.1,217.5,0.77,12.82,13.99
3/25/2020,19:15:00,Decker Breach,2.9,0.816,8.16,100.4,10.36,0.1,217.7,1.48,12.59,13.889
3/25/2020,19:30:00,Decker Breach,2.81,0.772,8.1,96.8,10.01,0.1,217.8,2.02,13.12,13.82
3/25/2020,19:45:00,Decker Breach,10.28,0.735,8.08,93.9,9.72,0.1,218,3.04,13.67,13.767
3/25/2020,20:00:00,Decker Breach,2.94,0.692,8.09,91,9.44,0.1,218.2,0.94,14.24,13.661
3/25/2020,20:15:00,Decker Breach,3.03,0.652,8.12,88.4,9.19,0.1,218.3,1.26,13.88,13.554
3/25/2020,20:30:00,Decker Breach,2.61,0.611,8.21,85.8,8.94,0.1,218.6,0.98,15.36,13.461
3/25/2020,20:45:00,Decker Breach,3.56,0.567,8.47,82.8,8.65,0.1,218.9,1.15,14.9,13.382
3/25/2020,21:00:00,Decker Breach,5.72,0.538,8.55,80.4,8.41,0.1,219.2,1.27,16.78,13.323
3/25/2020,21:15:00,Decker Breach,4.55,0.495,8.51,78.1,8.17,0.1,219.4,1.81,21.94,13.261
3/25/2020,21:30:00,Decker Breach,4.03,0.465,8.52,75.9,7.96,0.1,219.7,1.9,19.08,13.19
3/25/2020,21:45:00,Decker Breach,5.53,0.438,8.79,73.5,7.73,0.1,220.1,1.89,19.41,13.102
3/25/2020,22:00:00,Decker Breach,6.77,0.42,8.69,71.1,7.49,0.11,220.4,1.91,20.57,12.991
3/25/2020,22:15:00,Decker Breach,3,0.407,8.55,68.6,7.24,0.11,220.8,1.38,23.56,12.869
3/25/2020,22:30:00,Decker Breach,10.31,0.399,8.67,66,6.98,0.11,221.2,1.24,26.28,12.744
3/25/2020,22:45:00,Decker Breach,2.15,0.4,8.67,63.7,6.77,0.11,221.6,1.15,26.47,12.619
3/25/2020,23:00:00,Decker Breach,4.25,0.407,8.75,61.4,6.54,0.11,222.2,1.24,27.71,12.5
3/25/2020,23:15:00,Decker Breach,0.86,0.432,10.66,59.4,6.35,0.11,222.6,0.65,33.85,12.381
3/25/2020,23:30:00,Decker Breach,0.69,0.475,8.95,57.5,6.16,0.11,223,0.64,36.46,12.295
3/25/2020,23:45:00,Decker Breach,0.84,0.538,9.01,56,6,0.11,223.4,0.68,33.44,12.224
3/26/2020,0:00:00,Decker Breach,1.74,0.617,9.36,55.2,5.92,0.11,223.5,0.95,30.77,12.189
3/26/2020,0:15:00,Decker Breach,1.16,0.693,9.35,54.9,5.89,0.11,223.6,0.71,25.77,12.169
3/26/2020,0:30:00,Decker Breach,1.42,0.766,9.15,58.3,6.23,0.11,222.3,0.68,20.26,12.293
3/26/2020,0:45:00,Decker Breach,2.73,0.828,8.81,58.7,6.27,0.11,221.3,1.25,18.78,12.376
3/26/2020,1:00:00,Decker Breach,0.43,0.878,8.4,61.4,6.54,0.11,220.3,0.6,17.53,12.497
3/26/2020,1:15:00,Decker Breach,0.43,0.933,8.1,64.7,6.87,0.1,219.4,0.62,14.84,12.631
3/26/2020,1:30:00,Decker Breach,0.55,0.979,8.34,65.2,6.93,0.1,219.4,0.68,15.32,12.609
3/26/2020,1:45:00,Decker Breach,0.78,1.028,8.15,69.7,7.38,0.1,218.4,0.69,13.97,12.792
3/26/2020,2:00:00,Decker Breach,0.47,1.066,7.84,70.1,7.4,0.1,217.9,0.58,17.92,12.864
3/26/2020,2:15:00,Decker Breach,0.49,1.106,7.65,75.8,7.96,0.1,216.9,0.57,12.57,13.085
3/26/2020,2:30:00,Decker Breach,0.51,1.142,7.37,77.9,8.17,0.1,216.5,0.55,11.8,13.166
3/26/2020,2:45:00,Decker Breach,0.57,1.169,7.14,78.6,8.23,0.1,216.2,0.72,11.82,13.247
3/26/2020,3:00:00,Decker Breach,0.47,1.195,7.93,79.6,8.41,0.1,218.4,0.53,13.04,12.84
3/26/2020,3:15:00,Decker Breach,0.55,1.216,7.24,78.8,8.31,0.1,217.7,0.59,12.84,12.943
3/26/2020,3:30:00,Decker Breach,0.59,1.235,7.16,81.3,8.5,0.1,216,0.57,11.78,13.304
3/26/2020,3:45:00,Decker Breach,0.68,1.25,7.93,81.4,8.6,0.1,218.3,0.57,12.49,12.846
3/26/2020,4:00:00,Decker Breach,0.56,1.262,7.05,80.8,8.47,0.1,215.9,0.55,11.62,13.242
3/26/2020,4:15:00,Decker Breach,0.58,1.269,7.03,82.4,8.63,0.1,215.9,0.57,11.86,13.273
3/26/2020,4:30:00,Decker Breach,0.56,1.268,7,82.2,8.6,0.1,215.8,0.56,11.55,13.28
3/26/2020,4:45:00,Decker Breach,0.58,1.266,7.15,81.2,8.5,0.1,215.8,0.53,12.03,13.253
3/26/2020,5:00:00,Decker Breach,0.54,1.254,6.95,77.2,8.1,0.1,216.3,0.6,12.97,13.13
3/26/2020,5:15:00,Decker Breach,3.62,1.233,7.98,62.4,6.64,0.1,218.5,0.66,12.03,12.522
3/26/2020,5:30:00,Decker Breach,0.58,1.199,7.91,59.2,6.32,0.1,219,0.6,12.26,12.396
3/26/2020,5:45:00,Decker Breach,11.99,1.154,7.58,70.6,7.46,0.1,216.8,1.83,11.35,12.844
3/26/2020,6:00:00,Decker Breach,0.89,1.099,7.2,75.4,7.97,0.1,216.1,0.61,11.6,12.83
3/26/2020,6:15:00,Decker Breach,1.44,1.041,7.29,74.5,7.93,0.1,216.3,0.91,12.76,12.532
3/26/2020,6:30:00,Decker Breach,3.61,0.985,7.32,73.5,7.87,0.1,216.7,1.39,14.33,12.228
3/26/2020,6:45:00,Decker Breach,5.41,0.931,7.47,72.5,7.81,0.1,217.1,1.08,19.82,11.959
3/26/2020,7:00:00,Decker Breach,4.31,0.879,7.99,71.9,7.79,0.1,217.2,1.14,15.17,11.721
3/26/2020,7:15:00,Decker Breach,9.03,0.831,7.72,71.1,7.74,0.1,217.8,0.97,18.16,11.519
3/26/2020,7:30:00,Decker Breach,9.28,0.783,7.82,70.9,7.73,0.1,217.9,0.92,20.95,11.487
3/26/2020,7:45:00,Decker Breach,2.42,0.742,7.89,70.3,7.66,0.1,217.9,1.38,20.69,11.473
3/26/2020,8:00:00,Decker Breach,4.3,0.697,7.97,69.8,7.62,0.1,218.1,0.93,18.93,11.464
3/26/2020,8:15:00,Decker Breach,1.29,0.657,7.67,69.7,7.6,0.1,218.1,1.73,18.54,11.449
3/26/2020,8:30:00,Decker Breach,23.72,0.617,7.93,69.4,7.57,0.1,218.2,1.59,22.1,11.447
3/26/2020,8:45:00,Decker Breach,1.33,0.582,7.56,68.9,7.51,0.1,218.4,0.85,27.94,11.448
3/26/2020,9:00:00,Decker Breach,59.15,0.547,7.81,68.9,7.51,0.1,219.9,3.2,24.05,11.474
3/26/2020,9:15:00,Decker Breach,12.28,0.516,7.76,68.5,7.46,0.11,220.2,2.25,28.11,11.525
3/26/2020,9:30:00,Decker Breach,10.2,0.484,7.29,68.7,7.46,0.1,219.2,1.74,25.7,11.594
3/26/2020,9:45:00,Decker Breach,1.37,0.457,7.56,68.6,7.45,0.1,219.5,0.85,21.63,11.657
3/26/2020,10:00:00,Decker Breach,6.96,0.429,7.54,68.6,7.43,0.1,219.7,1.11,17.99,11.728
3/26/2020,10:15:00,Decker Breach,9.24,0.403,8.23,68.3,7.39,0.1,219.9,1.98,19.09,11.797
3/26/2020,10:30:00,Decker Breach,25.99,0.379,8.47,68.1,7.35,0.11,220.2,1.52,27.13,11.888
3/26/2020,10:45:00,Decker Breach,22.33,0.357,4.5,67.8,7.3,0.11,220.5,3.73,19.05,12.001
3/26/2020,11:00:00,Decker Breach,54.98,0.34,8.74,67.6,7.26,0.11,220.9,3.75,18.54,12.139
3/26/2020,11:15:00,Decker Breach,97.11,0.325,8.56,67.3,7.2,0.11,221.3,17.55,18.22,12.296
3/26/2020,11:30:00,Decker Breach,39.7,0.317,8.65,67,7.13,0.11,221.8,4.91,18.82,12.483
3/26/2020,11:45:00,Decker Breach,7.91,0.32,8.98,66.2,7.02,0.11,222.2,3.11,23.4,12.651
3/26/2020,12:00:00,Decker Breach,22.37,0.337,9.2,65.5,6.92,0.11,222.6,2.12,20.64,12.855
3/26/2020,12:15:00,Decker Breach,11.59,0.371,9.3,64.6,6.8,0.11,223,0.94,20.25,13.038
3/26/2020,12:30:00,Decker Breach,4.17,0.425,9.36,64,6.71,0.11,223.5,1.72,19.5,13.24
3/26/2020,12:45:00,Decker Breach,2.4,0.493,9.35,62.7,6.57,0.11,223.8,0.75,18.85,13.26
3/26/2020,13:00:00,Decker Breach,1.3,0.559,9.57,63.3,6.6,0.11,224,0.61,18.63,13.452
3/26/2020,13:15:00,Decker Breach,1.77,0.637,9.37,64.9,6.75,0.11,224,0.63,18.05,13.559
3/26/2020,13:30:00,Decker Breach,1.33,0.691,9.08,73.3,7.58,0.11,223.4,0.56,18.53,13.809
3/26/2020,13:45:00,Decker Breach,1.04,0.751,8.69,103.3,10.59,0.11,221.1,0.54,16.48,14.216
3/26/2020,14:00:00,Decker Breach,0.79,0.794,8.44,113.6,11.62,0.1,219.9,0.54,16.74,14.327
3/26/2020,14:15:00,Decker Breach,0.4,0.846,8.19,122.1,12.42,0.1,218.5,0.52,15.52,14.577
3/26/2020,14:30:00,Decker Breach,0.5,0.891,7.76,130.2,13.18,0.1,216.9,0.52,16.8,14.771
3/26/2020,14:45:00,Decker Breach,9.26,0.935,7.84,134.1,13.56,0.1,216.3,0.87,16.54,14.869
3/26/2020,15:00:00,Decker Breach,0.71,0.974,7.7,134.8,13.65,0.1,215.8,0.76,22.7,14.802
3/26/2020,15:15:00,Decker Breach,0.39,1.01,7.89,133.1,13.49,0.1,215.5,0.51,22.46,14.749
3/26/2020,15:30:00,Decker Breach,0.45,1.035,7.85,130.8,13.27,0.1,215.3,0.52,16.8,14.707
3/26/2020,15:45:00,Decker Breach,0.51,1.058,7.49,127,12.88,0.1,214.9,0.56,14.86,14.691
3/26/2020,16:00:00,Decker Breach,0.41,1.073,7.41,125.1,12.7,0.1,215.5,0.5,15.36,14.675
3/26/2020,16:15:00,Decker Breach,0.41,1.093,7.38,123.8,12.57,0.1,214.3,0.5,13.2,14.676
3/26/2020,16:30:00,Decker Breach,0.79,1.105,7.39,123.4,12.53,0.1,215.5,0.63,13.37,14.648
3/26/2020,16:45:00,Decker Breach,0.58,1.122,7.29,123.1,12.51,0.1,215.4,0.56,14.18,14.64
3/26/2020,17:00:00,Decker Breach,0.52,1.125,7.25,123,12.5,0.1,215.4,0.56,14.12,14.617
3/26/2020,17:15:00,Decker Breach,0.46,1.13,7.35,122.1,12.42,0.1,215.3,0.57,11.81,14.585
3/26/2020,17:30:00,Decker Breach,0.53,1.13,7.29,121.9,12.4,0.1,215.7,0.62,12.29,14.571
3/26/2020,17:45:00,Decker Breach,0.48,1.117,7.34,120.6,12.28,0.1,215,0.52,12.98,14.544
3/26/2020,18:00:00,Decker Breach,0.57,1.097,7.26,119.5,12.17,0.1,215.5,0.64,14.09,14.517
3/26/2020,18:15:00,Decker Breach,0.49,1.055,7.45,119,12.13,0.1,214.8,0.53,12.39,14.481
3/26/2020,18:30:00,Decker Breach,0.62,1.019,7.55,118.5,12.09,0.1,215.1,0.63,41.13,14.424
3/26/2020,18:45:00,Decker Breach,0.51,0.973,7.45,116.7,11.93,0.1,215.4,0.49,12.92,14.356
3/26/2020,19:00:00,Decker Breach,0.53,0.922,7.66,112.4,11.53,0.1,215.9,0.49,13.41,14.184
3/26/2020,19:15:00,Decker Breach,0.55,0.878,7.92,109,11.21,0.1,215.9,0.53,13.8,14.07
3/26/2020,19:30:00,Decker Breach,0.52,0.829,7.97,104.9,10.81,0.1,216.2,0.53,13.51,13.97
3/26/2020,19:45:00,Decker Breach,0.51,0.786,8,100.5,10.38,0.1,216.5,0.54,14.18,13.88
3/26/2020,20:00:00,Decker Breach,0.51,0.739,7.86,96.2,9.94,0.1,216.7,0.55,18.51,13.822
3/26/2020,20:15:00,Decker Breach,0.55,0.698,8.12,91.8,9.51,0.1,217,0.58,15.42,13.724
3/26/2020,20:30:00,Decker Breach,0.44,0.659,8.23,87.9,9.13,0.1,217.4,0.57,16.76,13.599
3/26/2020,20:45:00,Decker Breach,0.48,0.622,8.36,84.6,8.82,0.1,217.7,0.56,17.27,13.481
3/26/2020,21:00:00,Decker Breach,0.49,0.586,8.53,81.5,8.51,0.1,218,0.53,16.95,13.374
3/26/2020,21:15:00,Decker Breach,0.61,0.551,7.18,78.5,8.22,0.1,218.4,0.95,23.18,13.286
3/26/2020,21:30:00,Decker Breach,0.49,0.52,8.61,76,7.97,0.1,218.7,0.6,16.16,13.201
3/26/2020,21:45:00,Decker Breach,0.79,0.49,8.65,73.3,7.7,0.1,219.2,0.65,18.5,13.112
3/26/2020,22:00:00,Decker Breach,0.92,0.466,8.62,70.1,7.38,0.1,219.8,0.74,23.84,13.013
3/26/2020,22:15:00,Decker Breach,0.43,0.447,8.86,66.6,7.03,0.11,220.5,0.57,25.67,12.907
3/26/2020,22:30:00,Decker Breach,0.45,0.431,8.92,63.3,6.7,0.11,221.4,0.6,29.02,12.794
3/26/2020,22:45:00,Decker Breach,0.42,0.422,9.13,60.2,6.38,0.11,222.2,0.58,28.14,12.674
3/26/2020,23:00:00,Decker Breach,0.36,0.422,9.18,57.1,6.08,0.11,223,0.58,29,12.555
3/26/2020,23:15:00,Decker Breach,0.39,0.431,9.36,54.4,5.8,0.11,223.8,0.61,27.99,12.437
3/26/2020,23:30:00,Decker Breach,0.4,0.455,9.48,51.8,5.53,0.11,224.5,0.6,31.22,12.341
3/26/2020,23:45:00,Decker Breach,0.38,0.488,9.67,49.8,5.33,0.11,225.1,0.65,30.84,12.247
3/27/2020,0:00:00,Decker Breach,0.37,0.54,9.59,48.2,5.17,0.11,225.5,0.6,34.48,12.19
3/27/2020,0:15:00,Decker Breach,0.35,0.603,9.43,47.2,5.06,0.11,225.7,0.61,30.08,12.173
3/27/2020,0:30:00,Decker Breach,0.31,0.669,9.64,49.1,5.27,0.11,225.3,0.62,27.55,12.162
3/27/2020,0:45:00,Decker Breach,0.35,0.739,9.33,55.6,5.96,0.11,222.1,0.62,20.42,12.226
3/27/2020,1:00:00,Decker Breach,0.33,0.803,9.04,57.6,6.16,0.11,220.7,0.58,17.74,12.294
3/27/2020,1:15:00,Decker Breach,0.31,0.859,8.37,61.4,6.56,0.1,219.2,0.79,16.59,12.388
3/27/2020,1:30:00,Decker Breach,0.4,0.908,8.21,64.5,6.88,0.1,218.2,0.59,16.82,12.472
3/27/2020,1:45:00,Decker Breach,0.4,0.956,8.07,66.4,7.07,0.1,217.4,0.57,17.06,12.525
3/27/2020,2:00:00,Decker Breach,0.42,1,7.94,71.9,7.62,0.1,215.8,0.54,14.7,12.719
3/27/2020,2:15:00,Decker Breach,0.41,1.046,7.94,74.2,7.89,0.1,216.4,0.59,15.11,12.563
3/27/2020,2:30:00,Decker Breach,0.49,1.088,7.46,76,8.03,0.1,214.5,0.6,14.21,12.834
3/27/2020,2:45:00,Decker Breach,0.5,1.123,7.19,79.3,8.35,0.1,213.7,0.57,13.92,12.986
3/27/2020,3:00:00,Decker Breach,0.49,1.153,7.04,80.6,8.49,0.1,213.7,0.59,13.86,12.994
3/27/2020,3:15:00,Decker Breach,0.5,1.181,7.28,81.1,8.56,0.1,214.3,0.57,14.17,12.922
3/27/2020,3:30:00,Decker Breach,0.51,1.204,6.96,79.6,8.37,0.1,213.6,0.58,17.78,13.023
3/27/2020,3:45:00,Decker Breach,0.5,1.227,6.76,82.4,8.66,0.1,213,0.56,19.65,13.099
3/27/2020,4:00:00,Decker Breach,0.53,1.242,6.91,84.3,8.85,0.1,212.8,0.59,13.88,13.105
3/27/2020,4:15:00,Decker Breach,0.52,1.256,6.65,83.8,8.81,0.1,212.8,0.57,18.32,13.094
3/27/2020,4:30:00,Decker Breach,0.52,1.265,6.61,83.6,8.79,0.1,212.7,0.54,25.17,13.087
3/27/2020,4:45:00,Decker Breach,0.54,1.272,6.89,84.3,8.86,0.1,212.8,0.61,43.45,13.075
3/27/2020,5:00:00,Decker Breach,0.55,1.27,6.89,83.8,8.81,0.1,212.7,0.58,21.21,13.063
3/27/2020,5:15:00,Decker Breach,0.5,1.262,7.03,83.9,8.82,0.1,213.1,0.56,87.45,13.05
3/27/2020,5:30:00,Decker Breach,0.56,1.244,7.16,77.9,8.23,0.1,213.9,0.63,15.62,12.884
3/27/2020,5:45:00,Decker Breach,0.42,1.217,8.01,58.4,6.24,0.1,216.8,0.59,14.32,12.345
3/27/2020,6:00:00,Decker Breach,0.45,1.178,8.26,56.4,6.04,0.1,217.4,0.61,13.87,12.213
3/27/2020,6:15:00,Decker Breach,0.56,1.133,7.07,78.1,8.28,0.1,213,0.63,13.86,12.688
3/27/2020,6:30:00,Decker Breach,0.54,1.081,6.94,77.7,8.27,0.1,213.1,0.62,17.42,12.546
3/27/2020,6:45:00,Decker Breach,0.84,1.028,7.06,76.3,8.18,0.1,213.6,0.65,19.22,12.248
3/27/2020,7:00:00,Decker Breach,0.65,0.975,7.36,75.4,8.11,0.1,213.7,0.63,17.25,12.065
3/27/2020,7:15:00,Decker Breach,0.81,0.924,7.33,74.7,8.06,0.1,214.4,0.7,21.51,11.898
3/27/2020,7:30:00,Decker Breach,0.85,0.879,6.99,74,8.03,0.1,214.5,0.72,32.18,11.721
3/27/2020,7:45:00,Decker Breach,0.82,0.835,7.54,73.6,8,0.1,214.9,0.67,19.42,11.602
