Sonde,Date (MM/DD/YYYY),Time (HH:mm:ss),Site Name,Depth_m,DO_sat,DO_mgL,SPC,Turb_FNU,ph,ph_mv,TempC,Battery_V,Pressure_psi,VertPosit_m
21L101260,10/31/2022,2:45:00,TuleRed_Breach,0.873,82.6,7.66,20253,16.73,7.2,-27.2,15.428,5.5,1.253,0.873
21L101260,10/31/2022,3:00:00,TuleRed_Breach,0.871,82.6,7.67,20256.7,16,7.2,-27.3,15.383,5.5,1.249,0.874
21L101260,10/31/2022,3:15:00,TuleRed_Breach,0.868,82.6,7.68,20256.8,16.65,7.19,-27,15.36,5.5,1.245,0.871
21L101260,10/31/2022,3:30:00,TuleRed_Breach,0.865,82.4,7.66,20264.5,16.16,7.18,-26.5,15.348,5.5,1.241,0.866
21L101260,10/31/2022,3:45:00,TuleRed_Breach,0.87,81.5,7.58,20283.8,16.2,7.17,-25.9,15.336,5.5,1.248,0.872
21L101260,10/31/2022,4:00:00,TuleRed_Breach,0.885,82.2,7.65,20273.8,14.29,7.19,-27,15.276,5.51,1.269,0.887
21L101260,10/31/2022,4:15:00,TuleRed_Breach,0.917,81.5,7.58,20278.6,18.98,7.2,-27.1,15.277,5.51,1.315,0.927
21L101260,10/31/2022,4:30:00,TuleRed_Breach,0.94,82.5,7.74,20181.4,39.49,7.27,-31.4,14.918,5.5,1.349,0.943
21L101260,10/31/2022,4:45:00,TuleRed_Breach,0.942,90.5,8.49,19635.3,79.65,7.66,-52.8,15.039,5.5,1.351,0.945
21L101260,10/31/2022,5:00:00,TuleRed_Breach,0.944,92.5,8.64,19506.1,60.28,7.78,-59.4,15.251,5.51,1.353,0.949
21L101260,10/31/2022,5:15:00,TuleRed_Breach,0.947,93.2,8.71,19489.3,48.88,7.82,-61.7,15.25,5.5,1.358,0.949
21L101260,10/31/2022,5:30:00,TuleRed_Breach,0.952,93.5,8.74,19463.6,36.85,7.83,-62.2,15.228,5.5,1.365,0.955
21L101260,10/31/2022,5:45:00,TuleRed_Breach,0.952,93.6,8.75,19468.7,29.33,7.83,-62.2,15.193,5.5,1.365,0.956
21L101260,10/31/2022,6:00:00,TuleRed_Breach,0.954,93.7,8.77,19436.4,25.02,7.83,-62.4,15.178,5.5,1.368,0.952
21L101260,10/31/2022,6:15:00,TuleRed_Breach,0.959,93.8,8.78,19448.3,26.34,7.84,-62.7,15.156,5.5,1.375,0.96
21L101260,10/31/2022,6:30:00,TuleRed_Breach,0.962,94,8.8,19433.7,23.37,7.84,-63.2,15.123,5.5,1.38,0.965
21L101260,10/31/2022,6:45:00,TuleRed_Breach,0.957,94.1,8.81,19402.4,23.03,7.85,-63.2,15.127,5.5,1.372,0.958
21L101260,10/31/2022,7:00:00,TuleRed_Breach,0.957,94,8.82,19379.1,21.54,7.84,-63.1,15.089,5.5,1.371,0.958
21L101260,10/31/2022,7:15:00,TuleRed_Breach,0.958,93.9,8.8,19410.1,21.96,7.84,-62.9,15.076,5.5,1.373,0.96
21L101260,10/31/2022,7:30:00,TuleRed_Breach,0.961,94.1,8.81,19408.5,19.01,7.85,-63.2,15.112,5.5,1.378,0.964
21L101260,10/31/2022,7:45:00,TuleRed_Breach,0.962,94.2,8.82,19404.1,18.54,7.85,-63.6,15.132,5.5,1.379,0.966
21L101260,10/31/2022,8:00:00,TuleRed_Breach,0.961,94.4,8.83,19383,17.93,7.86,-64.1,15.156,5.5,1.377,0.962
21L101260,10/31/2022,8:15:00,TuleRed_Breach,0.966,94.3,8.83,19348.4,17.48,7.86,-64.1,15.161,5.5,1.385,0.968
21L101260,10/31/2022,8:30:00,TuleRed_Breach,0.966,94.2,8.82,19354.9,17.98,7.86,-64,15.169,5.5,1.385,0.969
21L101260,10/31/2022,8:45:00,TuleRed_Breach,0.965,94.3,8.83,19338,17.17,7.87,-64.4,15.171,5.5,1.383,0.967
21L101260,10/31/2022,9:00:00,TuleRed_Breach,0.971,94.4,8.84,19334.5,16.36,7.87,-64.6,15.182,5.5,1.393,0.974
21L101260,10/31/2022,9:15:00,TuleRed_Breach,0.969,94.4,8.85,19242.4,15.52,7.87,-64.8,15.167,5.51,1.389,0.97
21L101260,10/31/2022,9:30:00,TuleRed_Breach,0.968,94.3,8.82,19374.9,15.58,7.87,-64.6,15.156,5.5,1.387,0.97
21L101260,10/31/2022,9:45:00,TuleRed_Breach,0.964,94.4,8.84,19376.7,14.87,7.87,-64.4,15.151,5.5,1.381,0.966
21L101260,10/31/2022,10:00:00,TuleRed_Breach,0.964,94.7,8.87,19381.8,15.37,7.87,-64.6,15.141,5.5,1.381,0.967
21L101260,10/31/2022,10:15:00,TuleRed_Breach,0.96,94.4,8.85,19379.5,15.07,7.85,-63.6,15.112,5.5,1.377,0.964
21L101260,10/31/2022,10:30:00,TuleRed_Breach,0.955,92.7,8.7,19425.4,16.32,7.78,-59.7,15.047,5.5,1.369,0.958
21L101260,10/31/2022,10:45:00,TuleRed_Breach,0.953,93.1,8.73,19401.8,17.14,7.8,-60.7,15.083,5.5,1.367,0.957
21L101260,10/31/2022,11:00:00,TuleRed_Breach,0.952,93.8,8.8,19398,15.33,7.83,-62.2,15.079,5.5,1.365,0.955
21L101260,10/31/2022,11:15:00,TuleRed_Breach,0.952,93.7,8.79,19406.2,14.8,7.8,-60.7,15.07,5.5,1.365,0.954
21L101260,10/31/2022,11:30:00,TuleRed_Breach,0.951,93.8,8.8,19413,14.86,7.8,-60.4,15.069,5.5,1.364,0.953
21L101260,10/31/2022,11:45:00,TuleRed_Breach,0.945,93.8,8.79,19420,14.1,7.79,-60.1,15.095,5.5,1.355,0.948
21L101260,10/31/2022,12:00:00,TuleRed_Breach,0.945,93.8,8.79,19422.3,15.26,7.78,-59.8,15.121,5.5,1.355,0.945
21L101260,10/31/2022,12:15:00,TuleRed_Breach,0.936,94,8.79,19432.7,14.48,7.78,-59.4,15.173,5.5,1.342,0.937
21L101260,10/31/2022,12:30:00,TuleRed_Breach,0.931,94,8.79,19448.8,14.1,7.76,-58.4,15.218,5.5,1.334,0.933
21L101260,10/31/2022,12:45:00,TuleRed_Breach,0.927,94,8.78,19457.3,13.53,7.76,-58.4,15.244,5.5,1.329,0.929
21L101260,10/31/2022,13:00:00,TuleRed_Breach,0.922,93.6,8.74,19447.9,13.27,7.73,-56.8,15.262,5.5,1.322,0.925
21L101260,10/31/2022,13:15:00,TuleRed_Breach,0.918,93.9,8.76,19451.8,13.55,7.74,-57.3,15.285,5.5,1.316,0.921
21L101260,10/31/2022,13:30:00,TuleRed_Breach,0.914,93.3,8.71,19475.6,12.52,7.7,-55.1,15.287,5.5,1.311,0.918
21L101260,10/31/2022,13:45:00,TuleRed_Breach,0.913,93.8,8.75,19465.7,13.88,7.76,-58.4,15.287,5.5,1.309,0.916
21L101260,10/31/2022,14:00:00,TuleRed_Breach,0.913,94.3,8.8,19457.5,12.84,7.77,-58.9,15.311,5.5,1.308,0.914
21L101260,10/31/2022,14:15:00,TuleRed_Breach,0.912,95.5,8.89,19453.8,12.18,7.79,-60.4,15.399,5.5,1.307,0.915
21L101260,10/31/2022,14:30:00,TuleRed_Breach,0.913,96.2,8.94,19442.2,10.94,7.81,-61.5,15.498,5.5,1.309,0.914
21L101260,10/31/2022,14:45:00,TuleRed_Breach,0.912,97.2,9.02,19453.5,11.03,7.82,-61.8,15.535,5.5,1.307,0.916
21L101260,10/31/2022,15:00:00,TuleRed_Breach,0.915,97.8,9.03,19428.9,11.07,7.82,-61.6,15.818,5.5,1.312,0.918
21L101260,10/31/2022,15:15:00,TuleRed_Breach,0.92,97.4,9.02,19439.9,12.7,7.83,-62.6,15.664,5.5,1.319,0.92
21L101260,10/31/2022,15:30:00,TuleRed_Breach,0.926,101.8,9.4,19315.1,12.04,7.93,-68,15.827,5.5,1.327,0.923
21L101260,10/31/2022,15:45:00,TuleRed_Breach,0.928,106,9.77,19335.1,11.74,8.01,-72.7,15.959,5.5,1.33,0.929
21L101260,10/31/2022,16:00:00,TuleRed_Breach,0.931,106.8,9.82,19324.7,11.11,8.03,-73.5,16.028,5.5,1.335,0.931
21L101260,10/31/2022,16:15:00,TuleRed_Breach,0.939,107.7,9.89,19308,10.44,8.04,-74.4,16.107,5.5,1.347,0.939
21L101260,10/31/2022,16:30:00,TuleRed_Breach,0.948,108.1,9.9,19287,9.6,8.05,-74.7,16.196,5.5,1.359,0.952
21L101260,10/31/2022,16:45:00,TuleRed_Breach,0.954,108.2,9.9,19264.1,8.84,8.05,-74.8,16.298,5.5,1.367,0.956
21L101260,10/31/2022,17:00:00,TuleRed_Breach,0.954,108.5,9.91,19280.8,9.41,8.06,-75.1,16.369,5.5,1.368,0.957
21L101260,10/31/2022,17:15:00,TuleRed_Breach,0.964,107.8,9.85,19252.1,9.98,8.04,-74.5,16.373,5.5,1.381,0.963
21L101260,10/31/2022,17:30:00,TuleRed_Breach,0.974,107.1,9.78,19266.5,10.95,8.03,-73.9,16.368,5.5,1.396,0.975
21L101260,10/31/2022,17:45:00,TuleRed_Breach,0.974,107,9.78,19264.3,13.73,8.03,-73.9,16.354,5.5,1.395,0.975
21L101260,10/31/2022,18:00:00,TuleRed_Breach,0.987,106.5,9.74,19272,12.06,8.02,-73.4,16.344,5.5,1.414,0.99
21L101260,10/31/2022,18:15:00,TuleRed_Breach,0.995,106,9.69,19272.1,12.84,8.02,-72.9,16.334,5.5,1.426,1
21L101260,10/31/2022,18:30:00,TuleRed_Breach,0.996,105.3,9.63,19227.1,9.15,8.01,-72.3,16.333,5.5,1.427,1.001
21L101260,10/31/2022,18:45:00,TuleRed_Breach,0.989,104.5,9.56,19218.3,7.42,7.99,-71.7,16.317,5.49,1.417,0.991
21L101260,10/31/2022,19:00:00,TuleRed_Breach,0.975,104,9.51,19218,5.42,7.99,-71.3,16.306,5.5,1.397,0.981
21L101260,10/31/2022,19:15:00,TuleRed_Breach,0.964,103.5,9.47,19225.7,4.66,7.98,-70.9,16.286,5.5,1.382,0.964
21L101260,10/31/2022,19:30:00,TuleRed_Breach,0.956,103,9.43,19213.9,4.29,7.97,-70.4,16.279,5.5,1.37,0.955
21L101260,10/31/2022,19:45:00,TuleRed_Breach,0.935,102.8,9.41,19204,4.15,7.97,-70.2,16.262,5.5,1.34,0.935
21L101260,10/31/2022,20:00:00,TuleRed_Breach,0.924,102.3,9.36,19183.5,4.4,7.96,-69.9,16.256,5.5,1.324,0.925
21L101260,10/31/2022,20:15:00,TuleRed_Breach,0.935,102.2,9.36,19162.9,4.56,7.96,-69.7,16.23,5.5,1.34,0.934
21L101260,10/31/2022,20:30:00,TuleRed_Breach,0.929,102,9.35,19180.3,5.18,7.96,-69.6,16.219,5.5,1.331,0.933
21L101260,10/31/2022,20:45:00,TuleRed_Breach,0.942,101.7,9.32,19215.8,7.43,7.95,-69.3,16.189,5.5,1.349,0.932
21L101260,10/31/2022,21:00:00,TuleRed_Breach,0.931,101.2,9.29,19249.8,17.03,7.94,-68.7,16.152,5.5,1.334,0.937
21L101260,10/31/2022,21:15:00,TuleRed_Breach,0.937,100.9,9.27,19254.2,18.89,7.93,-68.1,16.114,5.5,1.343,0.94
21L101260,10/31/2022,21:30:00,TuleRed_Breach,0.938,100.4,9.22,19258.2,24.38,7.91,-67.2,16.074,5.5,1.344,0.934
21L101260,10/31/2022,21:45:00,TuleRed_Breach,0.936,99.4,9.14,19291.9,27.84,7.89,-65.6,16.019,5.5,1.342,0.944
21L101260,10/31/2022,22:00:00,TuleRed_Breach,0.921,97,8.94,19337.5,28.1,7.81,-61.5,15.92,5.5,1.321,0.928
21L101260,10/31/2022,22:15:00,TuleRed_Breach,0.931,94.3,8.71,19413.7,27.44,7.71,-55.9,15.799,5.5,1.334,0.934
21L101260,10/31/2022,22:30:00,TuleRed_Breach,0.924,91.8,8.49,19455.5,24.26,7.63,-51.3,15.692,5.5,1.324,0.929
21L101260,10/31/2022,22:45:00,TuleRed_Breach,0.917,90,8.35,19530.8,25.07,7.57,-47.9,15.574,5.5,1.315,0.924
21L101260,10/31/2022,23:00:00,TuleRed_Breach,0.904,88.7,8.24,19588.2,20.07,7.52,-45.2,15.492,5.5,1.296,0.905
21L101260,10/31/2022,23:15:00,TuleRed_Breach,0.904,87.5,8.14,19625.7,17.46,7.49,-43.3,15.421,5.5,1.296,0.902
21L101260,10/31/2022,23:30:00,TuleRed_Breach,0.895,86.6,8.07,19665.2,18.2,7.46,-42,15.36,5.5,1.284,0.892
21L101260,10/31/2022,23:45:00,TuleRed_Breach,0.885,86.2,8.03,19691,17.2,7.45,-41.2,15.302,5.5,1.269,0.888
21L101260,11/1/2022,0:00:00,TuleRed_Breach,0.885,85.6,7.99,19701.8,16.32,7.43,-40.2,15.25,5.5,1.268,0.884
21L101260,11/1/2022,0:15:00,TuleRed_Breach,0.879,84.7,7.91,19774.6,14.15,7.4,-38.5,15.189,5.5,1.26,0.881
21L101260,11/1/2022,0:30:00,TuleRed_Breach,0.872,84.2,7.87,19794.4,13.6,7.39,-37.8,15.14,5.5,1.25,0.873
21L101260,11/1/2022,0:45:00,TuleRed_Breach,0.872,83.4,7.81,19828.5,13.46,7.36,-36.3,15.09,5.5,1.25,0.87
21L101260,11/1/2022,1:00:00,TuleRed_Breach,0.866,82.9,7.76,19865.1,12.46,7.34,-35.2,15.056,5.5,1.242,0.869
21L101260,11/1/2022,1:15:00,TuleRed_Breach,0.861,82.4,7.72,19875.1,12,7.32,-34,15.01,5.49,1.235,0.864
21L101260,11/1/2022,1:30:00,TuleRed_Breach,0.86,81.8,7.68,19922.4,12.28,7.3,-32.8,14.964,5.5,1.233,0.862
21L101260,11/1/2022,1:45:00,TuleRed_Breach,0.85,81.8,7.68,19926.3,11.48,7.29,-32.6,14.932,5.5,1.219,0.851
21L101260,11/1/2022,2:00:00,TuleRed_Breach,0.839,81.6,7.66,19984.2,11.41,7.28,-31.9,14.902,5.5,1.203,0.841
21L101260,11/1/2022,2:15:00,TuleRed_Breach,0.832,81.6,7.67,20009.2,12.18,7.28,-31.6,14.871,5.49,1.193,0.835
21L101260,11/1/2022,2:30:00,TuleRed_Breach,0.825,81.5,7.66,20027.5,11.95,7.26,-30.9,14.852,5.5,1.183,0.827
21L101260,11/1/2022,2:45:00,TuleRed_Breach,0.822,81.1,7.62,20054,15.74,7.23,-29.2,14.817,5.5,1.179,0.824
21L101260,11/1/2022,3:00:00,TuleRed_Breach,0.818,81.1,7.63,20054,14.12,7.23,-29,14.806,5.49,1.173,0.818
21L101260,11/1/2022,3:15:00,TuleRed_Breach,0.815,81.4,7.66,20079.6,15.12,7.24,-29.5,14.786,5.5,1.169,0.815
21L101260,11/1/2022,3:30:00,TuleRed_Breach,0.814,81,7.62,20119.8,16.28,7.21,-27.7,14.76,5.5,1.167,0.815
21L101260,11/1/2022,3:45:00,TuleRed_Breach,0.814,81.5,7.67,20125.6,14.32,7.22,-28.4,14.744,5.5,1.168,0.816
21L101260,11/1/2022,4:00:00,TuleRed_Breach,0.813,81.8,7.71,20134,14.25,7.22,-28.6,14.729,5.5,1.166,0.816
21L101260,11/1/2022,4:15:00,TuleRed_Breach,0.812,81.5,7.68,20147.8,14.5,7.21,-27.9,14.716,5.5,1.164,0.814
21L101260,11/1/2022,4:30:00,TuleRed_Breach,0.812,81.3,7.66,20153.8,14.09,7.2,-27.6,14.707,5.5,1.164,0.814
21L101260,11/1/2022,4:45:00,TuleRed_Breach,0.819,81.6,7.7,20150.9,14.4,7.21,-28,14.674,5.5,1.175,0.821
21L101260,11/1/2022,5:00:00,TuleRed_Breach,0.848,82.3,7.77,20136.7,15.14,7.24,-29.6,14.642,5.49,1.216,0.85
21L101260,11/1/2022,5:15:00,TuleRed_Breach,0.87,83.6,7.9,20099.9,23.59,7.29,-32.2,14.583,5.5,1.248,0.871
21L101260,11/1/2022,5:30:00,TuleRed_Breach,0.876,95,9.1,19546,72.35,7.75,-58,14.015,5.49,1.256,0.879
21L101260,11/1/2022,5:45:00,TuleRed_Breach,0.882,96.8,9.28,19381.8,89.92,7.87,-64.6,14.035,5.5,1.265,0.883
21L101260,11/1/2022,6:00:00,TuleRed_Breach,0.881,96.9,9.29,19390.9,74.24,7.89,-65.3,14.047,5.5,1.263,0.884
21L101260,11/1/2022,6:15:00,TuleRed_Breach,0.891,96.8,9.27,19413.8,64.06,7.88,-65,14.094,5.49,1.278,0.898
21L101260,11/1/2022,6:30:00,TuleRed_Breach,0.902,96.8,9.26,19404,59.95,7.89,-65.6,14.139,5.5,1.293,0.909
21L101260,11/1/2022,6:45:00,TuleRed_Breach,0.899,96.8,9.25,19367.9,58.87,7.91,-66.4,14.196,5.5,1.29,0.904
21L101260,11/1/2022,7:00:00,TuleRed_Breach,0.906,96.8,9.24,19362.6,60.98,7.91,-66.8,14.266,5.49,1.299,0.904
21L101260,11/1/2022,7:15:00,TuleRed_Breach,0.903,96.8,9.23,19332.9,63.81,7.92,-67.1,14.312,5.49,1.295,0.905
21L101260,11/1/2022,7:30:00,TuleRed_Breach,0.906,96.8,9.22,19315.5,54.31,7.92,-67.1,14.303,5.49,1.299,0.91
21L101260,11/1/2022,7:45:00,TuleRed_Breach,0.908,96.7,9.23,19291.8,49.36,7.92,-67.1,14.28,5.49,1.302,0.911
21L101260,11/1/2022,8:00:00,TuleRed_Breach,0.908,96.8,9.24,19266.6,47.51,7.92,-67.1,14.246,5.49,1.303,0.909
21L101260,11/1/2022,8:15:00,TuleRed_Breach,0.909,96.7,9.23,19256.4,46.69,7.92,-67.1,14.248,5.5,1.303,0.912
21L101260,11/1/2022,8:30:00,TuleRed_Breach,0.915,96.7,9.23,19250.8,44.85,7.92,-67.2,14.252,5.5,1.312,0.916
21L101260,11/1/2022,8:45:00,TuleRed_Breach,0.921,96.7,9.22,19258.9,47.61,7.92,-67.3,14.321,5.49,1.32,0.924
21L101260,11/1/2022,9:00:00,TuleRed_Breach,0.93,96.9,9.24,19252.1,48.84,7.92,-67.3,14.309,5.49,1.333,0.936
21L101260,11/1/2022,9:15:00,TuleRed_Breach,0.929,96.8,9.21,19273,65.28,7.92,-67.2,14.425,5.49,1.331,0.931
21L101260,11/1/2022,9:30:00,TuleRed_Breach,0.925,96.8,9.2,19258.2,70.61,7.92,-67.1,14.492,5.49,1.326,0.928
21L101260,11/1/2022,9:45:00,TuleRed_Breach,0.93,96.9,9.19,19256.7,66.6,7.92,-67,14.559,5.49,1.333,0.933
21L101260,11/1/2022,10:00:00,TuleRed_Breach,0.929,97,9.2,19267.4,58.11,7.91,-67,14.6,5.49,1.333,0.93
21L101260,11/1/2022,10:15:00,TuleRed_Breach,0.93,97.2,9.21,19291.6,55.86,7.91,-66.9,14.604,5.49,1.334,0.932
21L101260,11/1/2022,10:30:00,TuleRed_Breach,0.931,97.3,9.22,19334.8,52.15,7.91,-66.7,14.607,5.49,1.334,0.931
21L101260,11/1/2022,10:45:00,TuleRed_Breach,0.928,97.3,9.22,19315.9,49.42,7.91,-66.8,14.645,5.5,1.331,0.929
21L101260,11/1/2022,11:00:00,TuleRed_Breach,0.923,97.4,9.21,19223.8,47.44,7.91,-66.8,14.703,5.5,1.323,0.925
21L101260,11/1/2022,11:15:00,TuleRed_Breach,0.922,97.4,9.2,19203.3,42.88,7.91,-66.8,14.742,5.49,1.321,0.924
21L101260,11/1/2022,11:30:00,TuleRed_Breach,0.919,97.1,9.18,19217.2,39.28,7.91,-66.7,14.744,5.5,1.318,0.923
21L101260,11/1/2022,11:45:00,TuleRed_Breach,0.921,97.1,9.19,19227.8,38.82,7.91,-66.7,14.679,5.5,1.32,0.923
21L101260,11/1/2022,12:00:00,TuleRed_Breach,0.93,97.4,9.23,19265.3,30.92,7.91,-66.9,14.611,5.49,1.333,0.934
21L101260,11/1/2022,12:15:00,TuleRed_Breach,0.924,97,9.2,19257.8,34.93,7.91,-66.5,14.594,5.5,1.325,0.922
21L101260,11/1/2022,12:30:00,TuleRed_Breach,0.92,96.9,9.2,19217.2,28.22,7.9,-66.4,14.525,5.49,1.319,0.921
21L101260,11/1/2022,12:45:00,TuleRed_Breach,0.917,96.7,9.19,19202.1,27.89,7.9,-66.3,14.478,5.49,1.315,0.918
21L101260,11/1/2022,13:00:00,TuleRed_Breach,0.91,96.5,9.19,19189.2,27.69,7.9,-65.9,14.424,5.49,1.305,0.912
21L101260,11/1/2022,13:15:00,TuleRed_Breach,0.909,96.2,9.18,19177.7,25.34,7.88,-64.9,14.329,5.49,1.303,0.91
21L101260,11/1/2022,13:30:00,TuleRed_Breach,0.911,96.1,9.17,19178.6,24.38,7.87,-64.7,14.296,5.49,1.306,0.914
21L101260,11/1/2022,13:45:00,TuleRed_Breach,0.911,95.8,9.15,19181.7,22.23,7.83,-62.2,14.266,5.49,1.307,0.912
21L101260,11/1/2022,14:00:00,TuleRed_Breach,0.901,95.9,9.14,19183.5,21.06,7.82,-61.4,14.309,5.49,1.292,0.905
21L101260,11/1/2022,14:15:00,TuleRed_Breach,0.902,95.6,9.11,19203.7,19.65,7.78,-59.5,14.354,5.5,1.294,0.904
21L101260,11/1/2022,14:30:00,TuleRed_Breach,0.891,95.4,9.09,19203.4,20.24,7.77,-58.7,14.384,5.49,1.277,0.891
21L101260,11/1/2022,14:45:00,TuleRed_Breach,0.892,95.2,9.06,19214.7,18.1,7.74,-57.2,14.43,5.49,1.279,0.894
21L101260,11/1/2022,15:00:00,TuleRed_Breach,0.898,94.4,8.98,19239.3,16.91,7.68,-54.2,14.453,5.49,1.287,0.904
21L101260,11/1/2022,15:15:00,TuleRed_Breach,0.891,94,8.93,19246.2,17.7,7.66,-53.1,14.487,5.49,1.277,0.896
21L101260,11/1/2022,15:30:00,TuleRed_Breach,0.89,93.4,8.87,19272.2,16.92,7.62,-50.8,14.506,5.49,1.275,0.892
21L101260,11/1/2022,15:45:00,TuleRed_Breach,0.895,93.9,8.91,19263,15.38,7.63,-51.4,14.555,5.5,1.284,0.897
21L101260,11/1/2022,16:00:00,TuleRed_Breach,0.9,94.4,8.96,19246,15.69,7.65,-52.3,14.566,5.5,1.29,0.903
21L101260,11/1/2022,16:15:00,TuleRed_Breach,0.903,94.6,8.97,19241.3,16.15,7.65,-52.5,14.586,5.49,1.295,0.906
21L101260,11/1/2022,16:30:00,TuleRed_Breach,0.907,95.1,9.01,19235.6,16.13,7.68,-53.7,14.605,5.49,1.3,0.908
21L101260,11/1/2022,16:45:00,TuleRed_Breach,0.912,95.4,9.04,19232.9,16.37,7.68,-54.2,14.608,5.49,1.307,0.915
21L101260,11/1/2022,17:00:00,TuleRed_Breach,0.923,96.3,9.13,19213.9,15.45,7.74,-57.1,14.608,5.49,1.323,0.927
21L101260,11/1/2022,17:15:00,TuleRed_Breach,0.929,97.6,9.23,19203.7,28.95,7.82,-61.6,14.721,5.49,1.332,0.931
21L101260,11/1/2022,17:30:00,TuleRed_Breach,0.93,98.1,9.25,19198.6,36.24,7.86,-64.2,14.85,5.49,1.334,0.932
21L101260,11/1/2022,17:45:00,TuleRed_Breach,0.936,98.1,9.24,19176.5,52.49,7.88,-65.3,14.902,5.49,1.342,0.941
21L101260,11/1/2022,18:00:00,TuleRed_Breach,0.945,97.9,9.24,19141.6,73.25,7.89,-65.6,14.831,5.49,1.355,0.947
21L101260,11/1/2022,18:15:00,TuleRed_Breach,0.959,97.6,9.24,19219.1,98.36,7.88,-65.3,14.639,5.49,1.375,0.962
21L101260,11/1/2022,18:30:00,TuleRed_Breach,0.975,97.4,9.25,19255.9,138.76,7.88,-65.2,14.539,5.49,1.398,0.979
21L101260,11/1/2022,18:45:00,TuleRed_Breach,0.98,97.5,9.24,19281.3,167.73,7.89,-65.7,14.557,5.49,1.405,0.983
21L101260,11/1/2022,19:00:00,TuleRed_Breach,0.993,97.4,9.24,19292.8,188.77,7.9,-65.9,14.564,5.49,1.423,0.991
21L101260,11/1/2022,19:15:00,TuleRed_Breach,1.003,97.3,9.24,19296.8,207.17,7.89,-65.9,14.506,5.49,1.438,1.004
21L101260,11/1/2022,19:30:00,TuleRed_Breach,1.01,97.3,9.25,19311.7,201.89,7.89,-65.7,14.434,5.49,1.448,1.014
21L101260,11/1/2022,19:45:00,TuleRed_Breach,1.015,97.2,9.25,19337.1,196.21,7.89,-65.7,14.412,5.49,1.455,1.023
21L101260,11/1/2022,20:00:00,TuleRed_Breach,1.017,97.2,9.25,19347.1,178.88,7.89,-65.7,14.381,5.49,1.459,1.017
21L101260,11/1/2022,20:15:00,TuleRed_Breach,1.01,97.1,9.25,19343.6,162.26,7.89,-65.6,14.32,5.49,1.448,1.009
21L101260,11/1/2022,20:30:00,TuleRed_Breach,1.001,97.1,9.26,19354.8,155.94,7.89,-65.5,14.29,5.49,1.435,1.004
21L101260,11/1/2022,20:45:00,TuleRed_Breach,0.986,97.1,9.26,19361.5,141.09,7.89,-65.5,14.265,5.49,1.414,0.989
21L101260,11/1/2022,21:00:00,TuleRed_Breach,0.981,96.9,9.26,19360.9,120.71,7.89,-65.5,14.21,5.49,1.406,0.979
21L101260,11/1/2022,21:15:00,TuleRed_Breach,0.973,96.7,9.25,19356.8,101.25,7.89,-65.4,14.161,5.49,1.395,0.975
21L101260,11/1/2022,21:30:00,TuleRed_Breach,0.978,96.7,9.24,19354.9,90.84,7.89,-65.3,14.163,5.49,1.403,0.979
21L101260,11/1/2022,21:45:00,TuleRed_Breach,0.983,96.4,9.23,19349.4,94.46,7.88,-65.2,14.118,5.49,1.41,0.988
21L101260,11/1/2022,22:00:00,TuleRed_Breach,0.98,96,9.2,19343.1,85.46,7.88,-64.7,14.053,5.49,1.405,0.98
21L101260,11/1/2022,22:15:00,TuleRed_Breach,0.986,95.6,9.17,19337.7,79.94,7.87,-64.4,14.002,5.49,1.413,0.991
21L101260,11/1/2022,22:30:00,TuleRed_Breach,0.996,94.9,9.12,19329,83.31,7.85,-63.5,13.979,5.48,1.427,0.991
21L101260,11/1/2022,22:45:00,TuleRed_Breach,0.993,94.5,9.07,19326.6,91.32,7.84,-62.8,13.959,5.49,1.424,0.988
21L101260,11/1/2022,23:00:00,TuleRed_Breach,0.993,93.4,8.98,19238.7,102.08,7.81,-61.1,13.918,5.48,1.424,1
21L101260,11/1/2022,23:15:00,TuleRed_Breach,0.969,91.4,8.81,19185.3,98.54,7.74,-57.2,13.84,5.49,1.389,0.971
21L101260,11/1/2022,23:30:00,TuleRed_Breach,0.968,89.1,8.6,19217.4,90.48,7.64,-51.8,13.748,5.49,1.388,0.97
21L101260,11/1/2022,23:45:00,TuleRed_Breach,0.968,87.7,8.48,19310.2,78.44,7.59,-48.8,13.68,5.48,1.388,0.98
21L101260,11/2/2022,0:00:00,TuleRed_Breach,0.955,86.1,8.34,19236.5,63.69,7.53,-45.3,13.596,5.49,1.369,0.955
21L101260,11/2/2022,0:15:00,TuleRed_Breach,0.951,85.2,8.26,19367.2,54.57,7.49,-43.4,13.543,5.49,1.364,0.95
21L101260,11/2/2022,0:30:00,TuleRed_Breach,0.951,84.5,8.2,19291.8,45.66,7.47,-42,13.498,5.48,1.364,0.955
21L101260,11/2/2022,0:45:00,TuleRed_Breach,0.946,83.9,8.15,19291.6,36.01,7.45,-40.9,13.437,5.49,1.356,0.947
21L101260,11/2/2022,1:00:00,TuleRed_Breach,0.944,83.5,8.12,19316.6,33.16,7.43,-40,13.404,5.48,1.354,0.95
21L101260,11/2/2022,1:15:00,TuleRed_Breach,0.932,82.8,8.06,19343.6,28.01,7.41,-38.9,13.36,5.48,1.336,0.934
21L101260,11/2/2022,1:30:00,TuleRed_Breach,0.937,82.6,8.04,19451.5,25.29,7.4,-38.5,13.32,5.48,1.344,0.937
21L101260,11/2/2022,1:45:00,TuleRed_Breach,0.929,82,7.99,19432.2,22.53,7.38,-37.3,13.279,5.49,1.333,0.933
