Sonde,Date (MM/DD/YYYY),Time (HH:mm:ss),Site Name,Depth_m,DO_sat,DO_mgL,SPC,Turb_FNU,ph,ph_mv,TempC,Battery_V,Pressure_psi,VertPosit_m
21L101258,6/27/2022,11:00:00,TuleRed_Breach,1.408,0,0,13524.6,77.39,7.3,-26.3,20.355,5.53,,
21L101258,6/27/2022,11:15:00,TuleRed_Breach,1.409,0.4,0.04,13432.3,72.24,7.29,-25.8,20.506,5.52,,
21L101258,6/27/2022,11:30:00,TuleRed_Breach,1.48,-0.9,-0.07,13197.7,109,7.28,-25.3,20.463,5.53,,
21L101265,8/9/2022,13:15:00,TuleRed_Breach,1.043,99.6,8.15,18613.9,155.09,7.87,-60.4,22.115,5.45,,
21L101265,8/9/2022,13:30:00,TuleRed_Breach,1.043,100.1,8.18,18516.4,142.34,7.9,-62.1,22.193,5.48,,
21L101265,8/9/2022,13:45:00,TuleRed_Breach,1.041,100.3,8.17,18517.3,138.45,7.93,-63.7,22.381,5.5,,
21L101265,8/9/2022,14:00:00,TuleRed_Breach,1.043,100.4,8.17,18490.9,129.15,7.94,-64,22.425,5.51,,
21L101265,8/9/2022,14:15:00,TuleRed_Breach,1.04,100.7,8.17,18469.2,117.96,7.94,-64.2,22.551,5.51,,
21L101265,8/9/2022,14:30:00,TuleRed_Breach,1.036,100.7,8.17,18471.8,101.92,7.94,-64.2,22.63,5.53,,
21L101265,8/9/2022,14:45:00,TuleRed_Breach,1.036,100.8,8.16,18490.9,87.37,7.94,-64.4,22.753,5.53,,
21L101265,8/9/2022,15:00:00,TuleRed_Breach,1.034,101.2,8.19,18463.2,67.25,7.95,-64.6,22.763,5.54,,
21L101265,8/9/2022,15:15:00,TuleRed_Breach,1.036,101.4,8.19,18489.9,54.8,7.94,-64.5,22.845,5.54,,
21L101265,8/9/2022,15:30:00,TuleRed_Breach,1.034,101.7,8.19,18527.9,48.28,7.95,-64.8,22.951,5.55,,
21L101265,8/9/2022,15:45:00,TuleRed_Breach,1.031,100.9,8.15,18628.2,50.94,7.93,-64,22.783,5.56,,
21L101265,8/9/2022,16:00:00,TuleRed_Breach,1.029,101.7,8.19,18658.8,60.81,7.94,-64.1,22.965,5.55,,
21L101265,8/9/2022,16:15:00,TuleRed_Breach,1.031,101.7,8.2,18762,55.9,7.93,-63.8,22.878,5.56,,
21L101265,8/9/2022,16:30:00,TuleRed_Breach,1.027,102.2,8.22,18809.2,58.56,7.93,-63.6,23.023,5.56,,
21L101265,8/9/2022,16:45:00,TuleRed_Breach,1.031,101.5,8.2,18834.7,58.11,7.91,-62.7,22.729,5.56,,
21L101265,8/9/2022,17:00:00,TuleRed_Breach,1.027,100.5,8.15,18879.6,54.61,7.89,-61.4,22.538,5.56,,
21L101265,8/9/2022,17:15:00,TuleRed_Breach,1.023,100.9,8.17,18912.1,50.49,7.89,-61.5,22.629,5.57,,
21L101265,8/9/2022,17:30:00,TuleRed_Breach,1.012,101,8.17,18943.6,49.32,7.88,-61,22.665,5.57,,
21L101265,8/9/2022,17:45:00,TuleRed_Breach,1.009,101,8.17,18966.8,45.61,7.87,-60.5,22.673,5.58,,
21L101265,8/9/2022,18:00:00,TuleRed_Breach,1.003,100.9,8.16,18983.2,42.89,7.86,-59.7,22.638,5.58,,
21L101265,8/9/2022,18:15:00,TuleRed_Breach,1.003,100.8,8.15,18981.4,47.77,7.86,-59.7,22.683,5.58,,
21L101265,8/9/2022,18:30:00,TuleRed_Breach,0.996,100.7,8.15,18992.4,41.95,7.83,-58,22.631,5.59,,
21L101265,8/9/2022,18:45:00,TuleRed_Breach,0.997,100.4,8.12,18990.1,39.21,7.82,-57.5,22.62,5.58,,
21L101265,8/9/2022,19:00:00,TuleRed_Breach,1.006,100.7,8.15,18990.6,37.45,7.84,-58.8,22.613,5.58,,
21L101265,8/9/2022,19:15:00,TuleRed_Breach,1.008,98.9,7.94,19070.5,57.36,7.88,-60.9,23.067,5.58,,
21L101265,8/9/2022,19:30:00,TuleRed_Breach,1.022,96.2,7.7,18944.3,101.7,7.91,-62.6,23.261,5.59,,
21L101265,8/9/2022,19:45:00,TuleRed_Breach,1.036,97.1,7.91,18598.4,138.32,7.94,-63.9,22.386,5.59,,
21L101265,8/9/2022,20:00:00,TuleRed_Breach,1.044,97.5,7.99,18573,209.51,7.94,-64.3,22.037,5.59,,
21L101265,8/9/2022,20:15:00,TuleRed_Breach,1.042,97.5,8.02,18545.2,208.69,7.95,-64.6,21.879,5.59,,
21L101265,8/9/2022,20:30:00,TuleRed_Breach,1.044,97.3,8.02,18663,205.61,7.95,-64.5,21.769,5.59,,
21L101265,8/9/2022,20:45:00,TuleRed_Breach,1.052,97.6,8.06,18532.6,222.51,7.96,-65.3,21.628,5.6,,
21L101265,8/9/2022,21:00:00,TuleRed_Breach,1.059,97.8,8.1,18433.9,246.06,7.97,-66,21.517,5.6,,
21L101265,8/9/2022,21:15:00,TuleRed_Breach,1.075,97.9,8.12,18445.7,264.01,7.98,-66.3,21.433,5.59,,
21L101265,8/9/2022,21:30:00,TuleRed_Breach,1.11,98.1,8.15,18407.4,289.23,7.99,-66.8,21.382,5.6,,
21L101265,8/9/2022,21:45:00,TuleRed_Breach,1.156,98.1,8.15,18415.4,318.58,7.99,-66.8,21.343,5.6,,
21L101265,8/9/2022,22:00:00,TuleRed_Breach,1.187,98.2,8.16,18420.6,277.76,8,-67.3,21.308,5.6,,
21L101265,8/9/2022,22:15:00,TuleRed_Breach,1.233,98.2,8.17,18434.8,252.22,8,-67.4,21.253,5.6,,
21L101265,8/9/2022,22:30:00,TuleRed_Breach,1.255,98.3,8.19,18434.5,224.26,8.01,-67.9,21.212,5.6,,
21L101265,8/9/2022,22:45:00,TuleRed_Breach,1.261,98.2,8.19,18419.3,212.45,8.01,-67.9,21.165,5.6,,
21L101265,8/9/2022,23:00:00,TuleRed_Breach,1.25,98.1,8.19,18419.9,204.84,8.01,-68,21.129,5.6,,
21L101265,8/9/2022,23:15:00,TuleRed_Breach,1.264,98,8.18,18418.9,202.47,8.01,-67.9,21.095,5.61,,
21L101265,8/9/2022,23:30:00,TuleRed_Breach,1.239,98.1,8.19,18419.4,170.55,8.01,-68.2,21.073,5.61,,
21L101265,8/9/2022,23:45:00,TuleRed_Breach,1.203,98,8.19,18420.4,167.05,8.01,-68.1,21.043,5.6,,
21L101265,8/10/2022,0:00:00,TuleRed_Breach,1.182,97.9,8.19,18415,158.18,8.01,-68.1,21.013,5.61,,
21L101265,8/10/2022,0:15:00,TuleRed_Breach,1.175,97.8,8.18,18419.1,155.75,8.01,-68,20.981,5.6,,
21L101265,8/10/2022,0:30:00,TuleRed_Breach,1.135,97.7,8.18,18426.4,157.43,8.01,-67.8,20.949,5.61,,
21L101265,8/10/2022,0:45:00,TuleRed_Breach,1.101,97.7,8.18,18426.4,150,8.01,-67.9,20.912,5.61,,
21L101265,8/10/2022,1:00:00,TuleRed_Breach,1.087,97.5,8.17,18408.5,145.74,8.01,-67.7,20.875,5.61,,
21L101265,8/10/2022,1:15:00,TuleRed_Breach,1.068,97,8.14,18445.9,145.72,7.99,-66.9,20.826,5.61,,
21L101265,8/10/2022,1:30:00,TuleRed_Breach,1.064,97,8.14,18401.3,122.84,8,-67.3,20.789,5.6,,
21L101265,8/10/2022,1:45:00,TuleRed_Breach,1.106,95.2,8.01,18348.4,98.43,7.97,-65.7,20.718,5.6,,
21L101265,8/10/2022,2:00:00,TuleRed_Breach,1.171,93.6,7.88,18360.4,103.53,7.95,-64.2,20.676,5.61,,
21L101265,8/10/2022,2:15:00,TuleRed_Breach,1.204,92.1,7.76,18368.5,101.28,7.91,-62.3,20.613,5.6,,
21L101265,8/10/2022,2:30:00,TuleRed_Breach,1.236,90.4,7.63,18372.8,113.66,7.89,-61,20.549,5.6,,
21L101265,8/10/2022,2:45:00,TuleRed_Breach,1.256,88.5,7.47,18381.5,120.06,7.86,-59.1,20.498,5.61,,
21L101265,8/10/2022,3:00:00,TuleRed_Breach,1.251,86.2,7.29,18395.4,134.83,7.81,-56.3,20.425,5.61,,
21L101265,8/10/2022,3:15:00,TuleRed_Breach,1.274,82.7,7,18412.8,130.37,7.74,-52.6,20.36,5.62,,
21L101265,8/10/2022,3:30:00,TuleRed_Breach,1.25,79.2,6.71,18455.1,126.93,7.67,-48.2,20.316,5.6,,
21L101265,8/10/2022,3:45:00,TuleRed_Breach,1.229,77,6.52,18489.3,129.08,7.61,-45.1,20.303,5.61,,
21L101265,8/10/2022,4:00:00,TuleRed_Breach,1.223,75.4,6.39,18516.4,120.37,7.56,-42.5,20.302,5.61,,
21L101265,8/10/2022,4:15:00,TuleRed_Breach,1.203,73.9,6.26,18544.4,118.34,7.53,-40.4,20.296,5.61,,
21L101265,8/10/2022,4:30:00,TuleRed_Breach,1.173,72.9,6.18,18572.4,115.48,7.5,-38.6,20.277,5.62,,
21L101265,8/10/2022,4:45:00,TuleRed_Breach,1.161,71.7,6.08,18609.1,98.85,7.46,-36.7,20.239,5.61,,
21L101265,8/10/2022,5:00:00,TuleRed_Breach,1.144,70.7,6,18645.3,90.06,7.44,-35.3,20.212,5.61,,
21L101265,8/10/2022,5:15:00,TuleRed_Breach,1.11,70.1,5.95,18673,77.17,7.42,-34.2,20.196,5.62,,
21L101265,8/10/2022,5:30:00,TuleRed_Breach,1.09,69.6,5.9,18708.8,69.77,7.4,-33,20.172,5.6,,
21L101265,8/10/2022,5:45:00,TuleRed_Breach,1.084,69.5,5.9,18740.3,58.75,7.39,-32.3,20.167,5.63,,
21L101265,8/10/2022,6:00:00,TuleRed_Breach,1.071,68.9,5.85,18781,57.9,7.36,-31.1,20.145,5.62,,
21L101265,8/10/2022,6:15:00,TuleRed_Breach,1.06,68.2,5.79,18822.3,56.61,7.35,-30.1,20.129,5.61,,
21L101265,8/10/2022,6:30:00,TuleRed_Breach,1.06,67.4,5.72,18847.4,131.72,7.33,-29.4,20.107,5.62,,
21L101265,8/10/2022,6:45:00,TuleRed_Breach,1.05,66.6,5.66,18836.7,147.64,7.31,-28.3,20.081,5.62,,
21L101265,8/10/2022,7:00:00,TuleRed_Breach,1.036,65.4,5.56,18825.8,228.55,7.3,-27.5,20.055,5.61,,
21L101265,8/10/2022,7:15:00,TuleRed_Breach,1.018,64.5,5.49,18829.5,165.51,7.28,-26.2,20.024,5.61,,
21L101265,8/10/2022,7:30:00,TuleRed_Breach,1.005,63.6,5.41,18852.8,123.3,7.26,-25.2,19.999,5.62,,
21L101265,8/10/2022,7:45:00,TuleRed_Breach,0.981,63.1,5.37,18881.2,148.78,7.24,-23.9,19.987,5.62,,
21L101265,8/10/2022,8:00:00,TuleRed_Breach,0.962,62.8,5.34,18918.7,55.39,7.23,-23.1,19.985,5.61,,
21L101265,8/10/2022,8:15:00,TuleRed_Breach,0.942,62.6,5.33,18946.6,58.13,7.22,-22.7,19.996,5.62,,
21L101265,8/10/2022,8:30:00,TuleRed_Breach,0.926,62.7,5.33,18958.8,78.42,7.21,-22.5,20.012,5.64,,
21L101265,8/10/2022,8:45:00,TuleRed_Breach,0.917,63.1,5.37,18959.4,97.38,7.22,-22.6,20.04,5.61,,
21L101265,8/10/2022,9:00:00,TuleRed_Breach,0.908,63.4,5.39,18942,105.02,7.21,-22.5,20.078,5.62,,
21L101265,8/10/2022,9:15:00,TuleRed_Breach,0.9,63.6,5.39,18937.9,99.45,7.21,-22.2,20.13,5.61,,
21L101265,8/10/2022,9:30:00,TuleRed_Breach,0.897,63.9,5.41,18941.2,225.97,7.21,-22.3,20.2,5.62,,
21L101265,8/10/2022,9:45:00,TuleRed_Breach,0.899,63.6,5.38,18948.6,336.96,7.22,-22.9,20.288,5.63,,
21L101265,8/10/2022,10:00:00,TuleRed_Breach,0.928,45.2,3.82,18931.5,722.52,7.27,-25.5,20.36,5.61,,
21L101265,8/10/2022,10:15:00,TuleRed_Breach,0.882,67.5,5.68,18941.3,54.7,7.22,-22.9,20.577,5.62,,
21L101265,8/10/2022,10:30:00,TuleRed_Breach,0.969,75.1,6.24,19081.8,102.89,7.32,-28.7,21.207,5.62,,
21L101265,8/10/2022,10:45:00,TuleRed_Breach,1.013,97,8.04,18649.5,477.86,7.89,-61.1,21.421,5.61,,
21L101265,8/10/2022,11:00:00,TuleRed_Breach,1.046,98.2,8.1,18530.7,416.64,7.94,-63.9,21.687,5.62,,
21L101265,8/10/2022,11:15:00,TuleRed_Breach,1.066,98.6,8.11,18514.2,319.64,7.94,-64.3,21.839,5.61,,
21L101265,8/10/2022,11:30:00,TuleRed_Breach,1.07,99.1,8.15,18435.6,248.49,7.96,-65.1,21.874,5.61,,
21L101265,8/10/2022,11:45:00,TuleRed_Breach,1.08,99.4,8.15,18436.8,208.19,7.96,-65.2,22.019,5.61,,
21L101265,8/10/2022,12:00:00,TuleRed_Breach,1.081,99.5,8.16,18441.3,167.52,7.96,-65.3,22.061,5.62,,
21L101265,8/10/2022,12:15:00,TuleRed_Breach,1.081,99.8,8.16,18458.5,144.8,7.96,-65.2,22.198,5.64,,
21L101265,8/10/2022,12:30:00,TuleRed_Breach,1.081,100,8.16,18469.1,132.47,7.96,-65.2,22.316,5.61,,
21L101265,8/10/2022,12:45:00,TuleRed_Breach,1.08,100.3,8.15,18488.7,123.58,7.95,-65.1,22.493,5.62,,
21L101265,8/10/2022,13:00:00,TuleRed_Breach,1.08,100.5,8.13,18525.9,110.5,7.95,-64.6,22.741,5.62,,
21L101265,8/10/2022,13:15:00,TuleRed_Breach,1.081,100.7,8.15,18505.3,112.16,7.95,-64.9,22.75,5.61,,
21L101265,8/10/2022,13:30:00,TuleRed_Breach,1.08,101,8.17,18509.7,103.99,7.96,-65.6,22.794,5.65,,
21L101265,8/10/2022,13:45:00,TuleRed_Breach,1.076,101.2,8.15,18550.8,97.99,7.95,-64.8,22.98,5.62,,
21L101265,8/10/2022,14:00:00,TuleRed_Breach,1.077,101.6,8.16,18571.5,92.66,7.95,-64.8,23.13,5.63,,
21L101265,8/10/2022,14:15:00,TuleRed_Breach,1.078,101.3,8.07,18693.4,80.95,7.92,-63,23.534,5.62,,
21L101265,8/10/2022,14:30:00,TuleRed_Breach,1.076,101.3,8.04,18742.7,80.1,7.91,-62.5,23.737,5.64,,
21L101265,8/10/2022,14:45:00,TuleRed_Breach,1.072,100.7,7.94,18784.2,74.68,7.9,-62,24.092,5.65,,
21L101265,8/10/2022,15:00:00,TuleRed_Breach,1.07,99.3,7.84,18830.1,77.72,7.86,-59.8,24.043,5.62,,
21L101265,8/10/2022,15:15:00,TuleRed_Breach,1.068,99.7,7.87,18736.2,78.48,7.87,-60.5,24.064,5.64,,
21L101265,8/10/2022,15:30:00,TuleRed_Breach,1.064,99.3,7.84,18739.1,68.49,7.87,-60.3,24.071,5.63,,
21L101265,8/10/2022,15:45:00,TuleRed_Breach,1.062,99.7,7.86,18751.5,50.31,7.87,-60.6,24.152,5.64,,
21L101265,8/10/2022,16:00:00,TuleRed_Breach,1.065,99.9,7.84,18792.4,49.8,7.88,-61.1,24.369,5.65,,
21L101265,8/10/2022,16:15:00,TuleRed_Breach,1.063,101.3,7.93,18850.6,43.08,7.9,-62.1,24.489,5.62,,
21L101265,8/10/2022,16:30:00,TuleRed_Breach,1.064,101.3,8,18712.2,54.11,7.91,-62.7,24.026,5.65,,
21L101265,8/10/2022,16:45:00,TuleRed_Breach,1.062,103,8.1,18675.3,52.2,7.93,-64,24.277,5.64,,
21L101265,8/10/2022,17:00:00,TuleRed_Breach,1.063,102.2,8.07,18639.5,53.49,7.93,-63.7,24.038,5.64,,
21L101265,8/10/2022,17:15:00,TuleRed_Breach,1.053,102.9,8.1,18633.5,50.95,7.93,-64.2,24.241,5.65,,
21L101265,8/10/2022,17:30:00,TuleRed_Breach,1.053,101.6,8.04,18609.8,51.72,7.92,-63.5,23.951,5.62,,
21L101265,8/10/2022,17:45:00,TuleRed_Breach,1.051,101.9,8.06,18603.3,49.82,7.92,-63.6,23.991,5.64,,
21L101265,8/10/2022,18:00:00,TuleRed_Breach,1.047,101.9,8.05,18603.8,47.61,7.92,-63.2,24.014,5.63,,
21L101265,8/10/2022,18:15:00,TuleRed_Breach,1.043,101.8,8.04,18613.5,47.03,7.9,-62.3,24.012,5.65,,
21L101265,8/10/2022,18:30:00,TuleRed_Breach,1.024,101.1,8,18625.3,42.36,7.88,-60.8,23.942,5.65,,
21L101265,8/10/2022,18:45:00,TuleRed_Breach,1.021,100.2,7.94,18641.4,40.91,7.85,-59.5,23.863,5.64,,
21L101265,8/10/2022,19:00:00,TuleRed_Breach,1.009,99.2,7.87,18662.4,39.27,7.82,-57.5,23.803,5.65,,
21L101265,8/10/2022,19:15:00,TuleRed_Breach,1.009,98,7.78,18705,37.01,7.77,-54.4,23.753,5.64,,
21L101265,8/10/2022,19:30:00,TuleRed_Breach,1.006,97,7.71,18738.2,36.57,7.73,-52.4,23.715,5.65,,
21L101265,8/10/2022,19:45:00,TuleRed_Breach,1.012,96.3,7.65,18760.6,36.39,7.7,-50.7,23.647,5.65,,
21L101265,8/10/2022,20:00:00,TuleRed_Breach,1.022,96.6,7.69,18743.4,32.25,7.72,-52,23.608,5.65,,
21L101265,8/10/2022,20:15:00,TuleRed_Breach,1.031,97,7.73,18703.9,34.47,7.77,-54.7,23.565,5.65,,
21L101265,8/10/2022,20:30:00,TuleRed_Breach,1.049,95.7,7.61,18792,153.48,7.93,-63.6,23.596,5.65,,
21L101265,8/10/2022,20:45:00,TuleRed_Breach,1.056,96.3,7.68,18765,154.16,7.93,-63.9,23.492,5.64,,
21L101265,8/10/2022,21:00:00,TuleRed_Breach,1.06,96.3,7.7,18724.9,143.05,7.93,-63.6,23.335,5.65,,
21L101265,8/10/2022,21:15:00,TuleRed_Breach,1.064,96.2,7.71,18736.8,137.65,7.92,-63.3,23.211,5.65,,
21L101265,8/10/2022,21:30:00,TuleRed_Breach,1.072,95.8,7.67,18763.5,142.84,7.92,-63.1,23.221,5.65,,
21L101265,8/10/2022,21:45:00,TuleRed_Breach,1.076,96.6,7.73,18699.3,139.79,7.93,-64.1,23.3,5.64,,
21L101265,8/10/2022,22:00:00,TuleRed_Breach,1.084,96.6,7.74,18634.7,137.75,7.93,-63.5,23.305,5.65,,
21L101265,8/10/2022,22:15:00,TuleRed_Breach,1.097,96.1,7.7,18647.7,153.01,7.92,-63.1,23.267,5.65,,
21L101265,8/10/2022,22:30:00,TuleRed_Breach,1.116,96.2,7.72,18612.4,153.68,7.91,-62.8,23.163,5.64,,
21L101265,8/10/2022,22:45:00,TuleRed_Breach,1.139,97.4,7.87,18397.8,150.96,7.94,-64.1,22.849,5.65,,
21L101265,8/10/2022,23:00:00,TuleRed_Breach,1.165,97.6,7.9,18203.8,134.89,7.95,-65,22.79,5.65,,
21L101265,8/10/2022,23:15:00,TuleRed_Breach,1.205,97.2,7.87,18126.8,138.27,7.96,-65.5,22.792,5.64,,
21L101265,8/10/2022,23:30:00,TuleRed_Breach,1.207,97.7,7.94,18044.8,140.03,7.97,-66.2,22.596,5.65,,
21L101265,8/10/2022,23:45:00,TuleRed_Breach,1.211,97.9,7.98,18019.5,133.46,7.98,-66.6,22.44,5.65,,
21L101265,8/11/2022,0:00:00,TuleRed_Breach,1.234,97.9,7.99,18030.6,123.34,7.98,-66.6,22.323,5.65,,
21L101265,8/11/2022,0:15:00,TuleRed_Breach,1.219,97.8,8.01,18036,115.41,7.98,-66.7,22.224,5.65,,
21L101265,8/11/2022,0:30:00,TuleRed_Breach,1.21,97.8,8.01,18023.5,103.84,7.99,-66.8,22.159,5.65,,
21L101265,8/11/2022,0:45:00,TuleRed_Breach,1.209,97.5,7.99,18020.5,95.4,7.98,-66.7,22.153,5.65,,
21L101265,8/11/2022,1:00:00,TuleRed_Breach,1.195,97.8,8.05,18009.6,93.84,7.99,-67,21.956,5.65,,
21L101265,8/11/2022,1:15:00,TuleRed_Breach,1.177,97.6,8.04,18038.3,86.6,7.98,-66.7,21.854,5.64,,
21L101265,8/11/2022,1:30:00,TuleRed_Breach,1.153,97.8,8.07,18046.9,87.11,7.99,-66.8,21.766,5.65,,
21L101265,8/11/2022,1:45:00,TuleRed_Breach,1.127,97.7,8.07,18058.6,88.58,7.98,-66.6,21.718,5.65,,
21L101265,8/11/2022,2:00:00,TuleRed_Breach,1.094,97.7,8.08,18076.7,81.11,7.98,-66.5,21.666,5.64,,
21L101265,8/11/2022,2:15:00,TuleRed_Breach,1.073,97.3,8.05,18079.6,77.44,7.98,-66.3,21.651,5.65,,
21L101265,8/11/2022,2:30:00,TuleRed_Breach,1.079,96.3,7.98,18092.5,61.91,7.96,-65.5,21.565,5.65,,
21L101265,8/11/2022,2:45:00,TuleRed_Breach,1.109,93.8,7.77,18083.1,61.51,7.92,-63.1,21.535,5.65,,
21L101265,8/11/2022,3:00:00,TuleRed_Breach,1.168,92.1,7.64,18082.3,59.66,7.9,-61.6,21.515,5.64,,
21L101265,8/11/2022,3:15:00,TuleRed_Breach,1.187,89.9,7.45,18082,65.62,7.86,-59.3,21.515,5.65,,
21L101265,8/11/2022,3:30:00,TuleRed_Breach,1.239,88.3,7.33,18086.3,76.4,7.83,-57.8,21.486,5.65,,
21L101265,8/11/2022,3:45:00,TuleRed_Breach,1.245,86.5,7.18,18096.2,85.54,7.79,-55.8,21.466,5.65,,
21L101265,8/11/2022,4:00:00,TuleRed_Breach,1.258,83.3,6.92,18119.3,99.27,7.74,-52.5,21.419,5.65,,
21L101265,8/11/2022,4:15:00,TuleRed_Breach,1.248,79.3,6.6,18179.4,100.89,7.66,-47.8,21.352,5.64,,
21L101265,8/11/2022,4:30:00,TuleRed_Breach,1.253,76.2,6.34,18252.6,97.21,7.58,-43.7,21.309,5.65,,
21L101265,8/11/2022,4:45:00,TuleRed_Breach,1.228,73.8,6.14,18312.8,101.03,7.53,-40.7,21.279,5.65,,
21L101265,8/11/2022,5:00:00,TuleRed_Breach,1.217,72.4,6.02,18368.2,95.63,7.49,-38.5,21.256,5.65,,
21L101265,8/11/2022,5:15:00,TuleRed_Breach,1.204,71.2,5.93,18430.7,89.9,7.46,-36.6,21.225,5.65,,
21L101265,8/11/2022,5:30:00,TuleRed_Breach,1.163,70.2,5.85,18489.9,78.74,7.43,-34.9,21.178,5.65,,
21L101265,8/11/2022,5:45:00,TuleRed_Breach,1.137,69.5,5.79,18538.1,73.36,7.41,-33.5,21.136,5.65,,
21L101265,8/11/2022,6:00:00,TuleRed_Breach,1.118,68.6,5.73,18580.8,63.72,7.39,-32.5,21.081,5.65,,
21L101265,8/11/2022,6:15:00,TuleRed_Breach,1.107,68.2,5.7,18615.9,57.86,7.37,-31.5,21.043,5.65,,
21L101265,8/11/2022,6:30:00,TuleRed_Breach,1.098,67.9,5.67,18655.7,55.59,7.36,-30.7,21.004,5.65,,
21L101265,8/11/2022,6:45:00,TuleRed_Breach,1.082,67.4,5.64,18703.7,48.98,7.34,-29.8,20.961,5.64,,
21L101265,8/11/2022,7:00:00,TuleRed_Breach,1.086,66.9,5.59,18762.6,46.17,7.32,-28.8,20.909,5.65,,
21L101265,8/11/2022,7:15:00,TuleRed_Breach,1.068,66.4,5.56,18817.2,41.7,7.31,-28,20.864,5.65,,
21L101265,8/11/2022,7:30:00,TuleRed_Breach,1.069,66.2,5.55,18858.7,40.75,7.3,-27.3,20.818,5.65,,
21L101265,8/11/2022,7:45:00,TuleRed_Breach,1.047,65.9,5.53,18896.6,38.19,7.28,-26.5,20.774,5.65,,
21L101265,8/11/2022,8:00:00,TuleRed_Breach,1.047,65.5,5.49,18929.1,41.77,7.27,-25.8,20.734,5.65,,
21L101265,8/11/2022,8:15:00,TuleRed_Breach,1.041,64.9,5.45,18940.2,100.25,7.26,-25.1,20.703,5.64,,
21L101265,8/11/2022,8:30:00,TuleRed_Breach,1.021,64.2,5.39,18924,251.32,7.25,-24.4,20.681,5.65,,
21L101265,8/11/2022,8:45:00,TuleRed_Breach,1.01,63.8,5.36,18896.2,249.27,7.24,-24.1,20.671,5.65,,
21L101265,8/11/2022,9:00:00,TuleRed_Breach,0.993,63.8,5.36,18899.5,236.31,7.24,-23.9,20.679,5.64,,
21L101265,8/11/2022,9:15:00,TuleRed_Breach,0.982,63.8,5.36,18905.3,248.76,7.23,-23.7,20.705,5.65,,
21L101265,8/11/2022,9:30:00,TuleRed_Breach,0.977,63.7,5.34,18919.5,193.02,7.23,-23.3,20.75,5.65,,
21L101265,8/11/2022,9:45:00,TuleRed_Breach,0.972,64,5.36,18935.9,260.19,7.22,-22.9,20.816,5.64,,
21L101265,8/11/2022,10:00:00,TuleRed_Breach,0.964,64.7,5.41,18995.6,214.39,7.22,-22.9,20.896,5.64,,
21L101265,8/11/2022,10:15:00,TuleRed_Breach,0.96,64.6,5.39,18995.8,316.38,7.22,-22.8,20.979,5.65,,
21L101265,8/11/2022,10:30:00,TuleRed_Breach,0.951,65.6,5.47,19026.5,244.57,7.21,-22.6,21.083,5.65,,
21L101265,8/11/2022,10:45:00,TuleRed_Breach,0.936,62,5.15,19127.9,542.65,7.22,-23.1,21.183,5.65,,
21L101265,8/11/2022,11:00:00,TuleRed_Breach,0.887,71.4,5.9,19132,60.73,7.24,-24.1,21.523,5.65,,
21L101265,8/11/2022,11:15:00,TuleRed_Breach,0.981,79.4,6.48,19103.7,66.9,7.35,-30.5,22.154,5.64,,
21L101265,8/11/2022,11:30:00,TuleRed_Breach,0.993,90.1,7.31,18888.5,130.18,7.55,-42.1,22.49,5.65,,
21L101265,8/11/2022,11:45:00,TuleRed_Breach,1.022,92.3,7.5,18724.9,172.81,7.64,-47.3,22.431,5.65,,
21L101265,8/11/2022,12:00:00,TuleRed_Breach,1.053,95,7.7,18619.6,204.38,7.74,-52.5,22.68,5.65,,
21L101265,8/11/2022,12:15:00,TuleRed_Breach,1.061,96.1,7.76,18540.8,200.16,7.78,-55,22.829,5.65,,
21L101265,8/11/2022,12:30:00,TuleRed_Breach,1.07,97.3,7.85,18394.7,184.59,7.83,-57.9,22.95,5.65,,
21L101265,8/11/2022,12:45:00,TuleRed_Breach,1.072,98.9,7.96,18358.6,180.31,7.89,-61.6,23.098,5.65,,
21L101265,8/11/2022,13:00:00,TuleRed_Breach,1.071,100.2,8.04,18428.2,183.34,7.94,-64.6,23.227,5.65,,
21L101265,8/11/2022,13:15:00,TuleRed_Breach,1.072,100.3,8.03,18449.9,168.23,7.95,-64.7,23.349,5.65,,
21L101265,8/11/2022,13:30:00,TuleRed_Breach,1.072,100.5,8.07,18449.8,137.02,7.94,-64.5,23.2,5.65,,
21L101265,8/11/2022,13:45:00,TuleRed_Breach,1.071,100.6,8.04,18570.1,141.17,7.93,-64,23.371,5.65,,
21L101265,8/11/2022,14:00:00,TuleRed_Breach,1.068,100.7,8.02,18657,112.46,7.93,-63.6,23.515,5.65,,
21L101265,8/11/2022,14:15:00,TuleRed_Breach,1.07,100.5,7.99,18807.1,100.77,7.92,-63.1,23.661,5.65,,
21L101265,8/11/2022,14:30:00,TuleRed_Breach,1.07,100.4,7.95,18785.7,88.86,7.9,-62.2,23.829,5.65,,
21L101265,8/11/2022,14:45:00,TuleRed_Breach,1.069,100.6,7.96,18796.2,84.09,7.89,-61.4,23.885,5.65,,
21L101265,8/11/2022,15:00:00,TuleRed_Breach,1.066,101.1,8.01,18745.1,77.34,7.89,-61.8,23.87,5.65,,
21L101265,8/11/2022,15:15:00,TuleRed_Breach,1.062,101,7.98,18730,78.77,7.9,-62,24.017,5.65,,
21L101265,8/11/2022,15:30:00,TuleRed_Breach,1.06,101.4,8.01,18713.8,79.33,7.9,-62.2,24.026,5.65,,
21L101265,8/11/2022,15:45:00,TuleRed_Breach,1.059,102,8.07,18623.8,72.65,7.91,-63,23.925,5.65,,
